dataset,rep,M,S,MS,K_star,rf_acc,rf_rmin,rf_rmaj,Kstar_acc,Kstar_rmin,Kstar_rmaj,K0_acc,K0_rmin,K0_rmaj,K10_acc,K10_rmin,K10_rmaj,K20_acc,K20_rmin,K20_rmaj,K30_acc,K30_rmin,K30_rmaj
spambase,1,0.037267,0.076345,0.002845,30,0.952933,0.939338,0.961768,0.953657,0.943015,0.960573,0.953657,0.943015,0.960573,0.953657,0.943015,0.960573,0.953657,0.943015,0.960573,0.953657,0.943015,0.960573
spambase,2,0.035714,0.091453,0.003266,0,0.961622,0.931985,0.980884,0.960898,0.930147,0.980884,0.960898,0.930147,0.980884,0.960898,0.930147,0.980884,0.960898,0.930147,0.980884,0.960898,0.930147,0.980884
spambase,3,0.038820,0.124387,0.004829,0,0.950036,0.933824,0.960573,0.950760,0.935662,0.960573,0.950760,0.935662,0.960573,0.950760,0.935662,0.960573,0.950760,0.935662,0.960573,0.950760,0.935662,0.960573
spambase,4,0.035714,0.032629,0.001165,0,0.942795,0.909926,0.964158,0.942795,0.909926,0.964158,0.942795,0.909926,0.964158,0.942795,0.909926,0.964158,0.942795,0.909926,0.964158,0.942795,0.909926,0.964158
spambase,5,0.038509,0.067009,0.002580,0,0.958001,0.937500,0.971326,0.958726,0.939338,0.971326,0.958726,0.939338,0.971326,0.958726,0.939338,0.971326,0.958726,0.939338,0.971326,0.958726,0.939338,0.971326
spambase,6,0.045963,0.115982,0.005331,30,0.958001,0.926471,0.978495,0.958001,0.928309,0.977300,0.958001,0.928309,0.977300,0.958001,0.928309,0.977300,0.958001,0.928309,0.977300,0.958001,0.928309,0.977300
spambase,7,0.033540,0.052412,0.001758,30,0.950036,0.919118,0.970131,0.950760,0.919118,0.971326,0.950760,0.919118,0.971326,0.950760,0.919118,0.971326,0.950760,0.919118,0.971326,0.950760,0.919118,0.971326
spambase,8,0.044720,0.073963,0.003308,0,0.956553,0.928309,0.974910,0.957277,0.931985,0.973716,0.957277,0.931985,0.973716,0.957277,0.931985,0.973716,0.957277,0.931985,0.973716,0.957277,0.931985,0.973716
spambase,9,0.038820,0.046246,0.001795,0,0.960898,0.941176,0.973716,0.962346,0.943015,0.974910,0.962346,0.943015,0.974910,0.962346,0.943015,0.974910,0.962346,0.943015,0.974910,0.962346,0.943015,0.974910
spambase,10,0.038199,0.077597,0.002964,0,0.950760,0.939338,0.958184,0.952933,0.944853,0.958184,0.952933,0.944853,0.958184,0.952933,0.944853,0.958184,0.953657,0.944853,0.959379,0.953657,0.944853,0.959379
spambase,11,0.042236,0.059161,0.002499,20,0.949312,0.920956,0.967742,0.950036,0.922794,0.967742,0.950036,0.922794,0.967742,0.950036,0.922794,0.967742,0.950036,0.922794,0.967742,0.950036,0.922794,0.967742
spambase,12,0.041304,0.120358,0.004971,0,0.956553,0.930147,0.973716,0.958001,0.933824,0.973716,0.958001,0.933824,0.973716,0.957277,0.931985,0.973716,0.956553,0.930147,0.973716,0.956553,0.930147,0.973716
spambase,13,0.037888,0.097732,0.003703,0,0.946416,0.920956,0.962963,0.949312,0.926471,0.964158,0.949312,0.926471,0.964158,0.949312,0.926471,0.964158,0.949312,0.926471,0.964158,0.949312,0.926471,0.964158
spambase,14,0.039130,0.072097,0.002821,0,0.958001,0.941176,0.968937,0.958726,0.941176,0.970131,0.958726,0.941176,0.970131,0.958726,0.941176,0.970131,0.958726,0.941176,0.970131,0.958726,0.941176,0.970131
spambase,15,0.038509,0.096426,0.003713,0,0.952933,0.922794,0.972521,0.957277,0.928309,0.976105,0.957277,0.928309,0.976105,0.957277,0.928309,0.976105,0.957277,0.928309,0.976105,0.957277,0.928309,0.976105
spambase,16,0.041304,0.060432,0.002496,0,0.954381,0.939338,0.964158,0.953657,0.943015,0.960573,0.953657,0.943015,0.960573,0.953657,0.943015,0.960573,0.953657,0.943015,0.960573,0.953657,0.943015,0.960573
spambase,17,0.040373,0.094587,0.003819,0,0.953657,0.928309,0.970131,0.955105,0.930147,0.971326,0.955105,0.930147,0.971326,0.955105,0.930147,0.971326,0.955105,0.930147,0.971326,0.955105,0.930147,0.971326
spambase,18,0.037888,0.096937,0.003673,0,0.950036,0.908088,0.977300,0.950036,0.908088,0.977300,0.950036,0.908088,0.977300,0.950036,0.908088,0.977300,0.950036,0.908088,0.977300,0.950036,0.908088,0.977300
spambase,19,0.041925,0.079181,0.003320,0,0.949312,0.926471,0.964158,0.950760,0.928309,0.965352,0.950760,0.928309,0.965352,0.950760,0.928309,0.965352,0.950760,0.928309,0.965352,0.950760,0.928309,0.965352
spambase,20,0.036646,0.072332,0.002651,30,0.950760,0.920956,0.970131,0.952933,0.924632,0.971326,0.952933,0.924632,0.971326,0.952933,0.924632,0.971326,0.952933,0.924632,0.971326,0.952933,0.924632,0.971326
spambase,21,0.039130,0.051588,0.002019,0,0.950036,0.913603,0.973716,0.950760,0.913603,0.974910,0.950760,0.913603,0.974910,0.950760,0.913603,0.974910,0.950760,0.913603,0.974910,0.950760,0.913603,0.974910
spambase,22,0.038820,0.133315,0.005175,10,0.953657,0.917279,0.977300,0.955829,0.922794,0.977300,0.955829,0.922794,0.977300,0.955829,0.922794,0.977300,0.955829,0.922794,0.977300,0.955829,0.922794,0.977300
spambase,23,0.042547,0.101984,0.004339,30,0.958001,0.937500,0.971326,0.957277,0.937500,0.970131,0.958001,0.937500,0.971326,0.958001,0.937500,0.971326,0.957277,0.937500,0.970131,0.957277,0.937500,0.970131
spambase,24,0.040373,0.083831,0.003384,0,0.958001,0.933824,0.973716,0.958001,0.935662,0.972521,0.958001,0.935662,0.972521,0.958001,0.935662,0.972521,0.958001,0.935662,0.972521,0.958001,0.935662,0.972521
spambase,25,0.043168,0.116980,0.005050,20,0.963070,0.939338,0.978495,0.964518,0.941176,0.979689,0.964518,0.941176,0.979689,0.964518,0.941176,0.979689,0.964518,0.941176,0.979689,0.964518,0.941176,0.979689
spambase,26,0.036957,0.121412,0.004487,10,0.949312,0.898897,0.982079,0.950036,0.902574,0.980884,0.950036,0.902574,0.980884,0.950036,0.902574,0.980884,0.950036,0.902574,0.980884,0.950036,0.902574,0.980884
spambase,27,0.040373,0.044134,0.001782,10,0.947864,0.924632,0.962963,0.948588,0.926471,0.962963,0.948588,0.926471,0.962963,0.948588,0.926471,0.962963,0.948588,0.926471,0.962963,0.948588,0.926471,0.962963
spambase,28,0.041615,0.101947,0.004243,0,0.956553,0.919118,0.980884,0.958726,0.920956,0.983274,0.958726,0.920956,0.983274,0.958726,0.920956,0.983274,0.958726,0.920956,0.983274,0.958726,0.920956,0.983274
spambase,29,0.037888,0.042024,0.001592,0,0.955829,0.933824,0.970131,0.957277,0.937500,0.970131,0.957277,0.937500,0.970131,0.957277,0.937500,0.970131,0.957277,0.937500,0.970131,0.958001,0.939338,0.970131
eeg-eye-state,0,0.186786,0.205437,0.038373,20,0.878333,0.828210,0.921175,0.896667,0.849910,0.936631,0.891667,0.848101,0.928903,0.893333,0.846293,0.933539,0.896667,0.849910,0.936631,0.895000,0.846293,0.936631
eeg-eye-state,1,0.170000,0.195985,0.033317,10,0.851667,0.806510,0.890263,0.878333,0.844485,0.907264,0.865833,0.820976,0.904173,0.878333,0.844485,0.907264,0.881667,0.846293,0.911901,0.876667,0.840868,0.907264
eeg-eye-state,2,0.178214,0.179556,0.032000,30,0.865000,0.837251,0.888717,0.876667,0.837251,0.910355,0.872500,0.839060,0.901082,0.874167,0.842676,0.901082,0.872500,0.833635,0.905719,0.876667,0.837251,0.910355
eeg-eye-state,3,0.172143,0.230523,0.039683,20,0.874167,0.822785,0.918083,0.894167,0.849910,0.931994,0.884167,0.840868,0.921175,0.891667,0.848101,0.928903,0.894167,0.849910,0.931994,0.896667,0.853526,0.933539
eeg-eye-state,4,0.177143,0.205391,0.036384,30,0.865833,0.811935,0.911901,0.890000,0.846293,0.927357,0.881667,0.839060,0.918083,0.887500,0.844485,0.924266,0.888333,0.844485,0.925811,0.890000,0.846293,0.927357
eeg-eye-state,5,0.177857,0.188595,0.033543,30,0.862500,0.813743,0.904173,0.875833,0.837251,0.908810,0.869167,0.826401,0.905719,0.873333,0.830018,0.910355,0.875833,0.837251,0.908810,0.875833,0.837251,0.908810
eeg-eye-state,6,0.181429,0.180243,0.032701,30,0.876667,0.810127,0.933539,0.891667,0.826401,0.947450,0.890000,0.828210,0.942813,0.888333,0.824593,0.942813,0.888333,0.824593,0.942813,0.891667,0.826401,0.947450
eeg-eye-state,7,0.180000,0.205101,0.036918,30,0.882500,0.851718,0.908810,0.901667,0.873418,0.925811,0.888333,0.860759,0.911901,0.895000,0.867993,0.918083,0.899167,0.873418,0.921175,0.901667,0.873418,0.925811
eeg-eye-state,8,0.181429,0.210273,0.038149,30,0.896667,0.873418,0.916538,0.906667,0.891501,0.919629,0.906667,0.891501,0.919629,0.905000,0.889693,0.918083,0.905833,0.887884,0.921175,0.906667,0.891501,0.919629
eeg-eye-state,9,0.184286,0.194347,0.035815,30,0.865833,0.826401,0.899536,0.890000,0.855335,0.919629,0.883333,0.849910,0.911901,0.887500,0.851718,0.918083,0.889167,0.855335,0.918083,0.890000,0.855335,0.919629
eeg-eye-state,10,0.170000,0.218628,0.037167,30,0.874167,0.819168,0.921175,0.897500,0.851718,0.936631,0.882500,0.835443,0.922720,0.890000,0.844485,0.928903,0.893333,0.848101,0.931994,0.897500,0.851718,0.936631
eeg-eye-state,11,0.166429,0.165869,0.027605,30,0.850000,0.790235,0.901082,0.878333,0.831826,0.918083,0.867500,0.817360,0.910355,0.869167,0.815552,0.914992,0.873333,0.820976,0.918083,0.878333,0.831826,0.918083
eeg-eye-state,12,0.175000,0.182217,0.031888,20,0.867500,0.840868,0.890263,0.887500,0.880651,0.893354,0.881667,0.871609,0.890263,0.882500,0.875226,0.888717,0.887500,0.880651,0.893354,0.886667,0.880651,0.891808
eeg-eye-state,13,0.186071,0.197992,0.036841,30,0.875000,0.822785,0.919629,0.884167,0.840868,0.921175,0.880000,0.830018,0.922720,0.885000,0.839060,0.924266,0.884167,0.837251,0.924266,0.884167,0.840868,0.921175
eeg-eye-state,14,0.165357,0.211092,0.034906,30,0.856667,0.790235,0.913447,0.879167,0.837251,0.914992,0.871667,0.819168,0.916538,0.872500,0.820976,0.916538,0.878333,0.831826,0.918083,0.879167,0.837251,0.914992
eeg-eye-state,15,0.177143,0.227997,0.040388,30,0.861667,0.835443,0.884080,0.884167,0.848101,0.914992,0.877500,0.846293,0.904173,0.881667,0.846293,0.911901,0.883333,0.848101,0.913447,0.884167,0.848101,0.914992
eeg-eye-state,16,0.173214,0.193271,0.033477,20,0.862500,0.811935,0.905719,0.883333,0.835443,0.924266,0.880000,0.830018,0.922720,0.882500,0.835443,0.922720,0.883333,0.835443,0.924266,0.884167,0.833635,0.927357
eeg-eye-state,17,0.166786,0.215895,0.036008,30,0.848333,0.813743,0.877898,0.870000,0.844485,0.891808,0.860000,0.824593,0.890263,0.863333,0.833635,0.888717,0.865000,0.839060,0.887172,0.870000,0.844485,0.891808
eeg-eye-state,18,0.178214,0.186903,0.033309,30,0.880833,0.826401,0.927357,0.895833,0.853526,0.931994,0.894167,0.851718,0.930448,0.895833,0.853526,0.931994,0.895833,0.853526,0.931994,0.895833,0.853526,0.931994
eeg-eye-state,19,0.174286,0.184543,0.032163,30,0.871667,0.844485,0.894900,0.889167,0.851718,0.921175,0.880000,0.849910,0.905719,0.889167,0.855335,0.918083,0.888333,0.853526,0.918083,0.889167,0.851718,0.921175
eeg-eye-state,20,0.177857,0.185506,0.032994,30,0.865833,0.822785,0.902628,0.898333,0.882459,0.911901,0.885833,0.860759,0.907264,0.891667,0.873418,0.907264,0.895833,0.877034,0.911901,0.898333,0.882459,0.911901
eeg-eye-state,21,0.174286,0.218816,0.038136,30,0.869167,0.833635,0.899536,0.884167,0.858951,0.905719,0.883333,0.858951,0.904173,0.885833,0.862568,0.905719,0.884167,0.858951,0.905719,0.884167,0.858951,0.905719
eeg-eye-state,22,0.168571,0.168244,0.028361,30,0.877500,0.849910,0.901082,0.888333,0.862568,0.910355,0.888333,0.867993,0.905719,0.890833,0.869801,0.908810,0.890833,0.867993,0.910355,0.888333,0.862568,0.910355
eeg-eye-state,23,0.175000,0.186105,0.032568,30,0.871667,0.820976,0.914992,0.879167,0.831826,0.919629,0.878333,0.835443,0.914992,0.878333,0.831826,0.918083,0.878333,0.830018,0.919629,0.879167,0.831826,0.919629
eeg-eye-state,24,0.172857,0.188011,0.032499,20,0.861667,0.808318,0.907264,0.890833,0.855335,0.921175,0.882500,0.842676,0.916538,0.887500,0.848101,0.921175,0.890833,0.855335,0.921175,0.890833,0.857143,0.919629
eeg-eye-state,25,0.173929,0.180183,0.031339,30,0.859167,0.801085,0.908810,0.875833,0.824593,0.919629,0.870000,0.819168,0.913447,0.869167,0.815552,0.914992,0.870833,0.817360,0.916538,0.875833,0.824593,0.919629
eeg-eye-state,26,0.172500,0.190094,0.032791,30,0.865833,0.801085,0.921175,0.879167,0.824593,0.925811,0.871667,0.815552,0.919629,0.876667,0.820976,0.924266,0.877500,0.822785,0.924266,0.879167,0.824593,0.925811
eeg-eye-state,27,0.176429,0.210238,0.037092,30,0.867500,0.826401,0.902628,0.890833,0.855335,0.921175,0.881667,0.846293,0.911901,0.887500,0.849910,0.919629,0.891667,0.858951,0.919629,0.890833,0.855335,0.921175
eeg-eye-state,28,0.181429,0.183765,0.033340,20,0.880000,0.830018,0.922720,0.890833,0.830018,0.942813,0.890833,0.835443,0.938176,0.890000,0.833635,0.938176,0.890833,0.830018,0.942813,0.890000,0.828210,0.942813
eeg-eye-state,29,0.180000,0.213632,0.038454,30,0.874167,0.830018,0.911901,0.885000,0.846293,0.918083,0.885833,0.846293,0.919629,0.886667,0.848101,0.919629,0.883333,0.840868,0.919629,0.885000,0.846293,0.918083
magic-gamma,0,0.090000,0.036509,0.003286,0,0.859167,0.709220,0.940798,0.859167,0.711584,0.939511,0.859167,0.711584,0.939511,0.859167,0.711584,0.939511,0.859167,0.711584,0.939511,0.859167,0.711584,0.939511
magic-gamma,1,0.091786,0.087442,0.008026,20,0.852500,0.742317,0.912484,0.847500,0.730496,0.911197,0.849167,0.735225,0.911197,0.847500,0.732861,0.909910,0.847500,0.730496,0.911197,0.848333,0.732861,0.911197
magic-gamma,2,0.093571,0.053526,0.005009,0,0.857500,0.744681,0.918919,0.858333,0.744681,0.920206,0.858333,0.744681,0.920206,0.858333,0.744681,0.920206,0.858333,0.744681,0.920206,0.858333,0.744681,0.920206
magic-gamma,3,0.096429,0.064127,0.006184,20,0.873333,0.749409,0.940798,0.875000,0.747045,0.944659,0.874167,0.744681,0.944659,0.875000,0.747045,0.944659,0.875000,0.747045,0.944659,0.875833,0.747045,0.945946
magic-gamma,4,0.093214,0.045129,0.004207,0,0.864167,0.735225,0.934363,0.863333,0.742317,0.929215,0.863333,0.742317,0.929215,0.863333,0.742317,0.929215,0.863333,0.742317,0.929215,0.863333,0.742317,0.929215
magic-gamma,5,0.097143,0.070403,0.006839,10,0.860000,0.716312,0.938224,0.863333,0.732861,0.934363,0.863333,0.732861,0.934363,0.863333,0.732861,0.934363,0.863333,0.732861,0.934363,0.863333,0.732861,0.934363
magic-gamma,6,0.099643,0.031978,0.003186,0,0.868333,0.716312,0.951094,0.869167,0.716312,0.952381,0.869167,0.716312,0.952381,0.870000,0.716312,0.953668,0.870000,0.716312,0.953668,0.870000,0.716312,0.953668
magic-gamma,7,0.087143,0.058488,0.005097,20,0.858333,0.713948,0.936937,0.858333,0.716312,0.935650,0.858333,0.716312,0.935650,0.858333,0.716312,0.935650,0.858333,0.716312,0.935650,0.857500,0.716312,0.934363
magic-gamma,8,0.090714,0.044626,0.004048,30,0.873333,0.723404,0.954955,0.873333,0.723404,0.954955,0.873333,0.723404,0.954955,0.873333,0.723404,0.954955,0.873333,0.723404,0.954955,0.873333,0.723404,0.954955
magic-gamma,9,0.101071,0.078966,0.007981,30,0.864167,0.725768,0.939511,0.867500,0.730496,0.942085,0.867500,0.730496,0.942085,0.867500,0.730496,0.942085,0.867500,0.730496,0.942085,0.867500,0.730496,0.942085
magic-gamma,10,0.088214,0.053570,0.004726,10,0.860000,0.718676,0.936937,0.860833,0.721040,0.936937,0.860833,0.721040,0.936937,0.860833,0.721040,0.936937,0.860000,0.721040,0.935650,0.860000,0.721040,0.935650
magic-gamma,11,0.096786,0.044681,0.004324,0,0.868333,0.711584,0.953668,0.868333,0.713948,0.952381,0.868333,0.713948,0.952381,0.868333,0.713948,0.952381,0.868333,0.713948,0.952381,0.868333,0.713948,0.952381
magic-gamma,12,0.085357,0.104049,0.008881,30,0.860000,0.728132,0.931789,0.862500,0.730496,0.934363,0.860833,0.730496,0.931789,0.861667,0.730496,0.933076,0.862500,0.730496,0.934363,0.862500,0.730496,0.934363
magic-gamma,13,0.087500,0.064788,0.005669,0,0.865000,0.730496,0.938224,0.865833,0.732861,0.938224,0.865833,0.732861,0.938224,0.865833,0.732861,0.938224,0.866667,0.735225,0.938224,0.866667,0.735225,0.938224
magic-gamma,14,0.093929,0.045525,0.004276,0,0.855000,0.718676,0.929215,0.855833,0.718676,0.930502,0.855833,0.718676,0.930502,0.855833,0.718676,0.930502,0.855833,0.718676,0.930502,0.855833,0.718676,0.930502
magic-gamma,15,0.095714,0.066268,0.006343,0,0.875000,0.763593,0.935650,0.875833,0.765957,0.935650,0.875833,0.765957,0.935650,0.875833,0.765957,0.935650,0.875833,0.765957,0.935650,0.875000,0.763593,0.935650
magic-gamma,16,0.095000,0.055608,0.005283,30,0.865000,0.711584,0.948520,0.865833,0.713948,0.948520,0.865833,0.713948,0.948520,0.865833,0.713948,0.948520,0.865833,0.713948,0.948520,0.865833,0.713948,0.948520
magic-gamma,17,0.095714,0.071718,0.006864,10,0.870833,0.732861,0.945946,0.869167,0.730496,0.944659,0.870000,0.732861,0.944659,0.869167,0.730496,0.944659,0.869167,0.730496,0.944659,0.869167,0.730496,0.944659
magic-gamma,18,0.090357,0.025977,0.002347,0,0.866667,0.728132,0.942085,0.867500,0.728132,0.943372,0.867500,0.728132,0.943372,0.867500,0.728132,0.943372,0.867500,0.728132,0.943372,0.867500,0.728132,0.943372
magic-gamma,19,0.095357,0.087855,0.008378,20,0.878333,0.756501,0.944659,0.880833,0.770686,0.940798,0.878333,0.763593,0.940798,0.878333,0.765957,0.939511,0.880833,0.770686,0.940798,0.880833,0.770686,0.940798
magic-gamma,20,0.089643,0.101411,0.009091,30,0.860833,0.721040,0.936937,0.862500,0.725768,0.936937,0.862500,0.725768,0.936937,0.862500,0.725768,0.936937,0.863333,0.728132,0.936937,0.862500,0.725768,0.936937
magic-gamma,21,0.102500,0.029641,0.003038,10,0.876667,0.768322,0.935650,0.873333,0.768322,0.930502,0.874167,0.770686,0.930502,0.873333,0.768322,0.930502,0.872500,0.768322,0.929215,0.872500,0.768322,0.929215
magic-gamma,22,0.095357,0.068125,0.006496,10,0.858333,0.730496,0.927928,0.857500,0.723404,0.930502,0.857500,0.723404,0.930502,0.857500,0.723404,0.930502,0.857500,0.723404,0.930502,0.857500,0.723404,0.930502
magic-gamma,23,0.090000,0.062334,0.005610,10,0.850833,0.709220,0.927928,0.852500,0.713948,0.927928,0.852500,0.713948,0.927928,0.852500,0.713948,0.927928,0.851667,0.713948,0.926641,0.851667,0.713948,0.926641
magic-gamma,24,0.097500,0.060549,0.005904,20,0.866667,0.716312,0.948520,0.869167,0.713948,0.953668,0.869167,0.713948,0.953668,0.869167,0.713948,0.953668,0.869167,0.713948,0.953668,0.869167,0.713948,0.953668
magic-gamma,25,0.082143,0.070852,0.005820,20,0.847500,0.716312,0.918919,0.851667,0.718676,0.924067,0.851667,0.718676,0.924067,0.851667,0.718676,0.924067,0.851667,0.718676,0.924067,0.851667,0.718676,0.924067
magic-gamma,26,0.093571,0.079557,0.007444,30,0.857500,0.716312,0.934363,0.854167,0.718676,0.927928,0.852500,0.713948,0.927928,0.852500,0.713948,0.927928,0.852500,0.713948,0.927928,0.854167,0.718676,0.927928
magic-gamma,27,0.097143,0.053457,0.005193,10,0.864167,0.697400,0.954955,0.862500,0.697400,0.952381,0.862500,0.697400,0.952381,0.862500,0.697400,0.952381,0.862500,0.697400,0.952381,0.862500,0.697400,0.952381
magic-gamma,28,0.087857,0.058403,0.005131,0,0.846667,0.673759,0.940798,0.847500,0.678487,0.939511,0.847500,0.678487,0.939511,0.847500,0.678487,0.939511,0.846667,0.678487,0.938224,0.846667,0.678487,0.938224
magic-gamma,29,0.092143,0.031128,0.002868,0,0.852500,0.723404,0.922780,0.857500,0.728132,0.927928,0.857500,0.728132,0.927928,0.857500,0.728132,0.927928,0.857500,0.728132,0.927928,0.858333,0.728132,0.929215
yeast-me2,0,0.012524,0.091044,0.001140,0,0.961883,0.066667,0.993039,0.961883,0.066667,0.993039,0.961883,0.066667,0.993039,0.961883,0.066667,0.993039,0.961883,0.066667,0.993039,0.961883,0.066667,0.993039
yeast-me2,1,0.013487,0.080149,0.001081,0,0.964126,0.066667,0.995360,0.964126,0.066667,0.995360,0.964126,0.066667,0.995360,0.964126,0.066667,0.995360,0.964126,0.066667,0.995360,0.964126,0.066667,0.995360
yeast-me2,2,0.010597,0.171303,0.001815,0,0.966368,0.000000,1.000000,0.966368,0.000000,1.000000,0.966368,0.000000,1.000000,0.966368,0.000000,1.000000,0.966368,0.000000,1.000000,0.966368,0.000000,1.000000
yeast-me2,3,0.012524,0.164995,0.002066,0,0.966368,0.000000,1.000000,0.966368,0.000000,1.000000,0.966368,0.000000,1.000000,0.966368,0.000000,1.000000,0.966368,0.000000,1.000000,0.966368,0.000000,1.000000
yeast-me2,4,0.010597,0.066258,0.000702,0,0.968610,0.200000,0.995360,0.968610,0.200000,0.995360,0.968610,0.200000,0.995360,0.968610,0.200000,0.995360,0.968610,0.200000,0.995360,0.968610,0.200000,0.995360
yeast-me2,5,0.015414,0.119990,0.001850,0,0.970852,0.200000,0.997680,0.970852,0.200000,0.997680,0.970852,0.200000,0.997680,0.970852,0.200000,0.997680,0.970852,0.200000,0.997680,0.970852,0.200000,0.997680
yeast-me2,6,0.009634,0.273709,0.002637,0,0.968610,0.066667,1.000000,0.968610,0.066667,1.000000,0.968610,0.066667,1.000000,0.968610,0.066667,1.000000,0.968610,0.066667,1.000000,0.968610,0.066667,1.000000
yeast-me2,7,0.013487,0.200357,0.002702,0,0.959641,0.000000,0.993039,0.959641,0.000000,0.993039,0.959641,0.000000,0.993039,0.959641,0.000000,0.993039,0.959641,0.000000,0.993039,0.959641,0.000000,0.993039
yeast-me2,8,0.010597,0.220905,0.002341,0,0.968610,0.133333,0.997680,0.968610,0.133333,0.997680,0.968610,0.133333,0.997680,0.968610,0.133333,0.997680,0.968610,0.133333,0.997680,0.968610,0.133333,0.997680
yeast-me2,9,0.009634,0.097506,0.000939,0,0.970852,0.200000,0.997680,0.970852,0.200000,0.997680,0.970852,0.200000,0.997680,0.970852,0.200000,0.997680,0.970852,0.200000,0.997680,0.970852,0.200000,0.997680
yeast-me2,10,0.012524,0.177356,0.002221,0,0.968610,0.133333,0.997680,0.968610,0.133333,0.997680,0.968610,0.133333,0.997680,0.968610,0.133333,0.997680,0.968610,0.133333,0.997680,0.968610,0.133333,0.997680
yeast-me2,11,0.007707,0.155511,0.001199,0,0.964126,0.000000,0.997680,0.964126,0.000000,0.997680,0.964126,0.000000,0.997680,0.964126,0.000000,0.997680,0.964126,0.000000,0.997680,0.964126,0.000000,0.997680
yeast-me2,12,0.012524,0.225478,0.002824,0,0.968610,0.066667,1.000000,0.968610,0.066667,1.000000,0.968610,0.066667,1.000000,0.968610,0.066667,1.000000,0.968610,0.066667,1.000000,0.968610,0.066667,1.000000
yeast-me2,13,0.008671,0.188757,0.001637,0,0.964126,0.133333,0.993039,0.964126,0.133333,0.993039,0.964126,0.133333,0.993039,0.964126,0.133333,0.993039,0.964126,0.133333,0.993039,0.964126,0.133333,0.993039
yeast-me2,14,0.013487,0.118593,0.001600,0,0.961883,0.066667,0.993039,0.961883,0.066667,0.993039,0.961883,0.066667,0.993039,0.961883,0.066667,0.993039,0.961883,0.066667,0.993039,0.961883,0.066667,0.993039
yeast-me2,15,0.010597,0.278843,0.002955,0,0.968610,0.066667,1.000000,0.968610,0.066667,1.000000,0.968610,0.066667,1.000000,0.968610,0.066667,1.000000,0.968610,0.066667,1.000000,0.968610,0.066667,1.000000
yeast-me2,16,0.010597,0.315831,0.003347,0,0.964126,0.000000,0.997680,0.964126,0.000000,0.997680,0.964126,0.000000,0.997680,0.964126,0.000000,0.997680,0.964126,0.000000,0.997680,0.964126,0.000000,0.997680
yeast-me2,17,0.009634,0.199711,0.001924,0,0.968610,0.133333,0.997680,0.968610,0.133333,0.997680,0.968610,0.133333,0.997680,0.968610,0.133333,0.997680,0.968610,0.133333,0.997680,0.968610,0.133333,0.997680
yeast-me2,18,0.017341,0.102422,0.001776,0,0.966368,0.133333,0.995360,0.966368,0.133333,0.995360,0.966368,0.133333,0.995360,0.966368,0.133333,0.995360,0.968610,0.200000,0.995360,0.968610,0.200000,0.995360
yeast-me2,19,0.005780,0.121957,0.000705,0,0.968610,0.266667,0.993039,0.968610,0.266667,0.993039,0.968610,0.266667,0.993039,0.968610,0.266667,0.993039,0.968610,0.266667,0.993039,0.968610,0.266667,0.993039
yeast-me2,20,0.008671,0.474827,0.004117,0,0.968610,0.266667,0.993039,0.968610,0.266667,0.993039,0.968610,0.266667,0.993039,0.968610,0.266667,0.993039,0.968610,0.266667,0.993039,0.968610,0.266667,0.993039
yeast-me2,21,0.011561,0.208630,0.002412,0,0.970852,0.133333,1.000000,0.970852,0.133333,1.000000,0.970852,0.133333,1.000000,0.970852,0.133333,1.000000,0.970852,0.133333,1.000000,0.970852,0.133333,1.000000
yeast-me2,22,0.008671,0.284360,0.002466,0,0.966368,0.000000,1.000000,0.966368,0.000000,1.000000,0.966368,0.000000,1.000000,0.966368,0.000000,1.000000,0.966368,0.000000,1.000000,0.966368,0.000000,1.000000
yeast-me2,23,0.015414,0.118430,0.001826,0,0.966368,0.066667,0.997680,0.966368,0.066667,0.997680,0.966368,0.066667,0.997680,0.966368,0.066667,0.997680,0.966368,0.066667,0.997680,0.966368,0.066667,0.997680
yeast-me2,24,0.012524,0.140110,0.001755,0,0.961883,0.000000,0.995360,0.961883,0.000000,0.995360,0.961883,0.000000,0.995360,0.961883,0.000000,0.995360,0.961883,0.000000,0.995360,0.961883,0.000000,0.995360
yeast-me2,25,0.008671,0.132600,0.001150,0,0.966368,0.200000,0.993039,0.968610,0.266667,0.993039,0.968610,0.266667,0.993039,0.968610,0.266667,0.993039,0.968610,0.266667,0.993039,0.968610,0.266667,0.993039
yeast-me2,26,0.010597,0.173782,0.001842,0,0.970852,0.200000,0.997680,0.970852,0.200000,0.997680,0.970852,0.200000,0.997680,0.970852,0.200000,0.997680,0.970852,0.200000,0.997680,0.970852,0.200000,0.997680
yeast-me2,27,0.012524,0.103302,0.001294,0,0.966368,0.133333,0.995360,0.966368,0.133333,0.995360,0.966368,0.133333,0.995360,0.966368,0.133333,0.995360,0.966368,0.133333,0.995360,0.966368,0.133333,0.995360
yeast-me2,28,0.009634,0.312403,0.003010,0,0.968610,0.266667,0.993039,0.968610,0.266667,0.993039,0.968610,0.266667,0.993039,0.968610,0.266667,0.993039,0.968610,0.266667,0.993039,0.968610,0.266667,0.993039
yeast-me2,29,0.012524,0.229974,0.002880,0,0.968610,0.066667,1.000000,0.970852,0.133333,1.000000,0.970852,0.133333,1.000000,0.970852,0.133333,1.000000,0.970852,0.133333,1.000000,0.970852,0.133333,1.000000
