dataset,rep,M,S,MS,K_star,rf_acc,rf_rmin,rf_rmaj,Kstar_acc,Kstar_rmin,Kstar_rmaj,K0_acc,K0_rmin,K0_rmaj,K10_acc,K10_rmin,K10_rmaj,K20_acc,K20_rmin,K20_rmaj,K30_acc,K30_rmin,K30_rmaj
wdbc,3,0.047739,0.111289,0.005313,0,0.953216,0.937500,0.962617,0.953216,0.937500,0.962617,0.953216,0.937500,0.962617,0.953216,0.937500,0.962617,0.953216,0.937500,0.962617,0.953216,0.937500,0.962617
wdbc,4,0.040201,0.294989,0.011859,0,0.959064,0.921875,0.981308,0.970760,0.937500,0.990654,0.970760,0.937500,0.990654,0.970760,0.937500,0.990654,0.970760,0.937500,0.990654,0.970760,0.937500,0.990654
wdbc,5,0.037688,0.255621,0.009634,20,0.947368,0.890625,0.981308,0.959064,0.937500,0.971963,0.959064,0.937500,0.971963,0.959064,0.937500,0.971963,0.959064,0.937500,0.971963,0.959064,0.937500,0.971963
wdbc,6,0.030151,0.157539,0.004750,30,0.953216,0.968750,0.943925,0.959064,0.953125,0.962617,0.947368,0.953125,0.943925,0.947368,0.953125,0.943925,0.953216,0.953125,0.953271,0.959064,0.953125,0.962617
wdbc,7,0.042714,0.161858,0.006914,30,0.953216,0.906250,0.981308,0.964912,0.937500,0.981308,0.964912,0.937500,0.981308,0.964912,0.937500,0.981308,0.964912,0.937500,0.981308,0.964912,0.937500,0.981308
wdbc,8,0.040201,0.105469,0.004240,0,0.970760,0.937500,0.990654,0.970760,0.937500,0.990654,0.970760,0.937500,0.990654,0.970760,0.937500,0.990654,0.970760,0.937500,0.990654,0.970760,0.937500,0.990654
wdbc,9,0.035176,0.247449,0.008704,0,0.935673,0.921875,0.943925,0.935673,0.921875,0.943925,0.935673,0.921875,0.943925,0.935673,0.921875,0.943925,0.935673,0.921875,0.943925,0.935673,0.921875,0.943925
wdbc,10,0.035176,0.142245,0.005004,0,0.976608,0.968750,0.981308,0.976608,0.968750,0.981308,0.976608,0.968750,0.981308,0.976608,0.968750,0.981308,0.976608,0.968750,0.981308,0.982456,0.968750,0.990654
wdbc,11,0.045226,0.245561,0.011106,0,0.953216,0.937500,0.962617,0.953216,0.937500,0.962617,0.953216,0.937500,0.962617,0.953216,0.937500,0.962617,0.953216,0.937500,0.962617,0.953216,0.937500,0.962617
wdbc,12,0.042714,0.240719,0.010282,0,0.976608,0.984375,0.971963,0.982456,0.984375,0.981308,0.982456,0.984375,0.981308,0.982456,0.984375,0.981308,0.982456,0.984375,0.981308,0.982456,0.984375,0.981308
wdbc,13,0.037688,0.207284,0.007812,0,0.964912,0.937500,0.981308,0.964912,0.937500,0.981308,0.964912,0.937500,0.981308,0.964912,0.937500,0.981308,0.964912,0.937500,0.981308,0.964912,0.937500,0.981308
wdbc,14,0.035176,0.111185,0.003911,0,0.959064,0.937500,0.971963,0.964912,0.953125,0.971963,0.964912,0.953125,0.971963,0.964912,0.953125,0.971963,0.964912,0.953125,0.971963,0.964912,0.953125,0.971963
wdbc,15,0.055276,0.168059,0.009290,10,0.970760,0.921875,1.000000,0.976608,0.937500,1.000000,0.976608,0.937500,1.000000,0.976608,0.937500,1.000000,0.976608,0.937500,1.000000,0.976608,0.937500,1.000000
wdbc,16,0.032663,0.183423,0.005991,0,0.941520,0.890625,0.971963,0.941520,0.890625,0.971963,0.941520,0.890625,0.971963,0.941520,0.890625,0.971963,0.941520,0.890625,0.971963,0.941520,0.890625,0.971963
wdbc,17,0.035176,0.203117,0.007145,0,0.959064,0.968750,0.953271,0.953216,0.953125,0.953271,0.953216,0.953125,0.953271,0.953216,0.953125,0.953271,0.953216,0.953125,0.953271,0.953216,0.953125,0.953271
wdbc,18,0.035176,0.193458,0.006805,0,0.964912,0.984375,0.953271,0.964912,0.984375,0.953271,0.964912,0.984375,0.953271,0.964912,0.984375,0.953271,0.964912,0.984375,0.953271,0.964912,0.984375,0.953271
wdbc,19,0.022613,0.151418,0.003424,0,0.941520,0.890625,0.971963,0.953216,0.906250,0.981308,0.953216,0.906250,0.981308,0.953216,0.906250,0.981308,0.953216,0.906250,0.981308,0.953216,0.906250,0.981308
wdbc,20,0.032663,0.166331,0.005433,0,0.953216,0.953125,0.953271,0.953216,0.953125,0.953271,0.953216,0.953125,0.953271,0.953216,0.953125,0.953271,0.953216,0.953125,0.953271,0.953216,0.953125,0.953271
wdbc,21,0.040201,0.124720,0.005014,0,0.982456,0.968750,0.990654,0.982456,0.968750,0.990654,0.982456,0.968750,0.990654,0.982456,0.968750,0.990654,0.982456,0.968750,0.990654,0.982456,0.968750,0.990654
wdbc,22,0.047739,0.186738,0.008915,0,0.970760,0.937500,0.990654,0.970760,0.937500,0.990654,0.970760,0.937500,0.990654,0.970760,0.937500,0.990654,0.970760,0.937500,0.990654,0.970760,0.937500,0.990654
wdbc,23,0.050251,0.128761,0.006470,0,0.964912,0.953125,0.971963,0.964912,0.953125,0.971963,0.964912,0.953125,0.971963,0.964912,0.953125,0.971963,0.964912,0.953125,0.971963,0.964912,0.953125,0.971963
wdbc,24,0.035176,0.247624,0.008710,0,0.953216,0.921875,0.971963,0.953216,0.921875,0.971963,0.953216,0.921875,0.971963,0.953216,0.921875,0.971963,0.953216,0.921875,0.971963,0.953216,0.921875,0.971963
wdbc,25,0.032663,0.191580,0.006258,0,0.941520,0.906250,0.962617,0.941520,0.906250,0.962617,0.941520,0.906250,0.962617,0.941520,0.906250,0.962617,0.941520,0.906250,0.962617,0.941520,0.906250,0.962617
wdbc,26,0.037688,0.224934,0.008477,0,0.964912,0.953125,0.971963,0.964912,0.953125,0.971963,0.964912,0.953125,0.971963,0.964912,0.953125,0.971963,0.964912,0.953125,0.971963,0.964912,0.953125,0.971963
wdbc,27,0.045226,0.163926,0.007414,0,0.976608,0.984375,0.971963,0.988304,1.000000,0.981308,0.988304,1.000000,0.981308,0.988304,1.000000,0.981308,0.988304,1.000000,0.981308,0.988304,1.000000,0.981308
wdbc,28,0.035176,0.157134,0.005527,0,0.929825,0.843750,0.981308,0.923977,0.828125,0.981308,0.923977,0.828125,0.981308,0.929825,0.843750,0.981308,0.929825,0.843750,0.981308,0.929825,0.843750,0.981308
wdbc,29,0.040201,0.144135,0.005794,0,0.947368,0.937500,0.953271,0.941520,0.906250,0.962617,0.941520,0.906250,0.962617,0.941520,0.906250,0.962617,0.941520,0.906250,0.962617,0.941520,0.906250,0.962617
banknote,0,0.008333,0.536076,0.004467,0,0.995146,1.000000,0.991266,0.995146,1.000000,0.991266,0.995146,1.000000,0.991266,0.995146,1.000000,0.991266,0.995146,1.000000,0.991266,0.995146,1.000000,0.991266
banknote,1,0.007292,0.564873,0.004119,0,0.985437,0.983607,0.986900,0.992718,0.994536,0.991266,0.992718,0.994536,0.991266,0.992718,0.994536,0.991266,0.992718,0.994536,0.991266,0.992718,0.994536,0.991266
banknote,2,0.007292,0.519949,0.003791,0,0.987864,0.983607,0.991266,0.990291,0.983607,0.995633,0.990291,0.983607,0.995633,0.990291,0.983607,0.995633,0.990291,0.983607,0.995633,0.990291,0.983607,0.995633
banknote,3,0.008333,0.782916,0.006524,0,0.985437,0.972678,0.995633,0.992718,0.989071,0.995633,0.992718,0.989071,0.995633,0.992718,0.989071,0.995633,0.992718,0.989071,0.995633,0.995146,0.989071,1.000000
banknote,4,0.004167,0.540717,0.002253,0,0.990291,0.994536,0.986900,0.992718,0.994536,0.991266,0.992718,0.994536,0.991266,0.992718,0.994536,0.991266,0.992718,0.994536,0.991266,0.992718,0.994536,0.991266
banknote,5,0.005208,0.388705,0.002025,0,0.995146,1.000000,0.991266,0.997573,1.000000,0.995633,0.997573,1.000000,0.995633,0.997573,1.000000,0.995633,0.997573,1.000000,0.995633,0.997573,1.000000,0.995633
banknote,6,0.005208,0.637116,0.003318,30,0.992718,0.989071,0.995633,0.992718,0.989071,0.995633,0.992718,0.989071,0.995633,0.992718,0.989071,0.995633,0.992718,0.989071,0.995633,0.992718,0.989071,0.995633
banknote,7,0.006250,0.566693,0.003542,0,0.987864,0.983607,0.991266,0.992718,0.994536,0.991266,0.992718,0.994536,0.991266,0.992718,0.994536,0.991266,0.992718,0.994536,0.991266,0.992718,0.994536,0.991266
banknote,8,0.005208,0.305151,0.001589,0,0.987864,0.994536,0.982533,0.990291,0.994536,0.986900,0.990291,0.994536,0.986900,0.990291,0.994536,0.986900,0.990291,0.994536,0.986900,0.990291,0.994536,0.986900
banknote,9,0.007292,0.530604,0.003869,10,0.997573,1.000000,0.995633,1.000000,1.000000,1.000000,0.997573,1.000000,0.995633,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
banknote,10,0.007292,0.264379,0.001928,0,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
banknote,11,0.008333,0.578516,0.004821,0,0.990291,0.994536,0.986900,0.990291,0.994536,0.986900,0.990291,0.994536,0.986900,0.990291,0.994536,0.986900,0.990291,0.994536,0.986900,0.990291,0.994536,0.986900
banknote,12,0.009375,0.448523,0.004205,30,0.992718,1.000000,0.986900,0.997573,1.000000,0.995633,0.997573,1.000000,0.995633,0.997573,1.000000,0.995633,0.997573,1.000000,0.995633,0.997573,1.000000,0.995633
banknote,13,0.005208,0.616271,0.003210,0,0.990291,0.983607,0.995633,0.987864,0.983607,0.991266,0.987864,0.983607,0.991266,0.987864,0.983607,0.991266,0.987864,0.983607,0.991266,0.987864,0.983607,0.991266
banknote,14,0.008333,0.568176,0.004735,0,0.992718,1.000000,0.986900,0.990291,0.994536,0.986900,0.990291,0.994536,0.986900,0.990291,0.994536,0.986900,0.990291,0.994536,0.986900,0.990291,0.994536,0.986900
banknote,15,0.007292,0.585466,0.004269,20,0.997573,0.994536,1.000000,0.997573,0.994536,1.000000,0.997573,0.994536,1.000000,0.997573,0.994536,1.000000,0.997573,0.994536,1.000000,0.997573,0.994536,1.000000
banknote,16,0.003125,0.638889,0.001997,0,0.990291,1.000000,0.982533,0.990291,1.000000,0.982533,0.990291,1.000000,0.982533,0.990291,1.000000,0.982533,0.990291,1.000000,0.982533,0.990291,1.000000,0.982533
banknote,17,0.007292,0.536433,0.003911,0,0.985437,0.983607,0.986900,0.992718,1.000000,0.986900,0.992718,1.000000,0.986900,0.992718,1.000000,0.986900,0.992718,1.000000,0.986900,0.992718,1.000000,0.986900
banknote,18,0.007292,0.734456,0.005355,0,0.997573,1.000000,0.995633,0.997573,1.000000,0.995633,0.997573,1.000000,0.995633,0.997573,1.000000,0.995633,0.997573,1.000000,0.995633,0.997573,1.000000,0.995633
banknote,19,0.006250,0.718182,0.004489,0,0.992718,0.994536,0.991266,0.995146,1.000000,0.991266,0.995146,1.000000,0.991266,0.995146,1.000000,0.991266,0.995146,1.000000,0.991266,0.995146,1.000000,0.991266
banknote,20,0.004167,0.614897,0.002562,0,0.992718,1.000000,0.986900,0.995146,0.994536,0.995633,0.995146,0.994536,0.995633,0.995146,0.994536,0.995633,0.995146,0.994536,0.995633,0.995146,0.994536,0.995633
banknote,21,0.008333,0.600535,0.005004,20,0.990291,0.989071,0.991266,0.992718,0.994536,0.991266,0.992718,0.994536,0.991266,0.992718,0.994536,0.991266,0.992718,0.994536,0.991266,0.992718,0.994536,0.991266
banknote,22,0.004167,0.561371,0.002339,30,0.995146,1.000000,0.991266,0.995146,1.000000,0.991266,0.995146,1.000000,0.991266,0.995146,1.000000,0.991266,0.995146,1.000000,0.991266,0.995146,1.000000,0.991266
banknote,23,0.004167,0.531942,0.002216,0,0.992718,0.994536,0.991266,0.995146,1.000000,0.991266,0.995146,1.000000,0.991266,0.995146,1.000000,0.991266,0.995146,1.000000,0.991266,0.995146,1.000000,0.991266
banknote,24,0.007292,0.480539,0.003504,10,0.997573,1.000000,0.995633,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
banknote,25,0.005208,0.395132,0.002058,0,0.995146,0.994536,0.995633,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
banknote,26,0.008333,0.578103,0.004818,0,0.995146,1.000000,0.991266,0.995146,1.000000,0.991266,0.995146,1.000000,0.991266,0.995146,1.000000,0.991266,0.995146,1.000000,0.991266,0.995146,1.000000,0.991266
banknote,27,0.003125,0.458705,0.001433,0,0.985437,0.983607,0.986900,0.987864,0.983607,0.991266,0.987864,0.983607,0.991266,0.987864,0.983607,0.991266,0.987864,0.983607,0.991266,0.987864,0.983607,0.991266
banknote,28,0.007292,0.793924,0.005789,0,0.983010,0.978142,0.986900,0.990291,0.978142,1.000000,0.990291,0.978142,1.000000,0.990291,0.978142,1.000000,0.990291,0.978142,1.000000,0.990291,0.978142,1.000000
banknote,29,0.005208,0.324922,0.001692,0,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
german-credit,0,0.210000,0.034098,0.007161,0,0.740000,0.344444,0.909524,0.743333,0.344444,0.914286,0.743333,0.344444,0.914286,0.743333,0.344444,0.914286,0.743333,0.344444,0.914286,0.743333,0.344444,0.914286
german-credit,1,0.227143,0.047214,0.010724,0,0.746667,0.400000,0.895238,0.746667,0.400000,0.895238,0.746667,0.400000,0.895238,0.746667,0.400000,0.895238,0.746667,0.400000,0.895238,0.746667,0.400000,0.895238
german-credit,2,0.211429,0.021953,0.004641,0,0.740000,0.366667,0.900000,0.743333,0.366667,0.904762,0.743333,0.366667,0.904762,0.743333,0.366667,0.904762,0.743333,0.366667,0.904762,0.743333,0.366667,0.904762
german-credit,3,0.245714,0.033317,0.008187,10,0.773333,0.411111,0.928571,0.773333,0.411111,0.928571,0.773333,0.411111,0.928571,0.773333,0.411111,0.928571,0.773333,0.411111,0.928571,0.773333,0.411111,0.928571
german-credit,4,0.210000,0.035229,0.007398,0,0.783333,0.355556,0.966667,0.783333,0.355556,0.966667,0.783333,0.355556,0.966667,0.783333,0.355556,0.966667,0.783333,0.355556,0.966667,0.783333,0.355556,0.966667
german-credit,5,0.235714,0.031573,0.007442,20,0.750000,0.400000,0.900000,0.746667,0.388889,0.900000,0.743333,0.377778,0.900000,0.746667,0.388889,0.900000,0.746667,0.388889,0.900000,0.746667,0.388889,0.900000
german-credit,6,0.217143,0.029810,0.006473,0,0.763333,0.355556,0.938095,0.763333,0.355556,0.938095,0.763333,0.355556,0.938095,0.763333,0.355556,0.938095,0.763333,0.355556,0.938095,0.763333,0.355556,0.938095
german-credit,7,0.227143,0.026081,0.005924,30,0.736667,0.333333,0.909524,0.740000,0.344444,0.909524,0.736667,0.333333,0.909524,0.736667,0.333333,0.909524,0.740000,0.344444,0.909524,0.740000,0.344444,0.909524
german-credit,8,0.224286,0.071156,0.015959,0,0.790000,0.466667,0.928571,0.790000,0.466667,0.928571,0.790000,0.466667,0.928571,0.790000,0.466667,0.928571,0.790000,0.466667,0.928571,0.790000,0.466667,0.928571
german-credit,9,0.221429,0.020375,0.004512,0,0.763333,0.400000,0.919048,0.766667,0.400000,0.923810,0.766667,0.400000,0.923810,0.766667,0.400000,0.923810,0.766667,0.400000,0.923810,0.766667,0.400000,0.923810
german-credit,10,0.228571,0.020719,0.004736,0,0.746667,0.355556,0.914286,0.746667,0.355556,0.914286,0.746667,0.355556,0.914286,0.746667,0.355556,0.914286,0.746667,0.355556,0.914286,0.746667,0.355556,0.914286
german-credit,11,0.227143,0.025481,0.005788,0,0.750000,0.355556,0.919048,0.750000,0.355556,0.919048,0.750000,0.355556,0.919048,0.750000,0.355556,0.919048,0.750000,0.355556,0.919048,0.750000,0.355556,0.919048
german-credit,12,0.235714,0.035817,0.008443,0,0.733333,0.344444,0.900000,0.733333,0.344444,0.900000,0.733333,0.344444,0.900000,0.733333,0.344444,0.900000,0.733333,0.344444,0.900000,0.733333,0.344444,0.900000
german-credit,13,0.217143,0.027299,0.005928,0,0.746667,0.355556,0.914286,0.746667,0.355556,0.914286,0.746667,0.355556,0.914286,0.746667,0.355556,0.914286,0.746667,0.355556,0.914286,0.746667,0.355556,0.914286
german-credit,14,0.250000,0.022610,0.005653,0,0.766667,0.444444,0.904762,0.773333,0.444444,0.914286,0.773333,0.444444,0.914286,0.773333,0.444444,0.914286,0.773333,0.444444,0.914286,0.773333,0.444444,0.914286
german-credit,15,0.228571,0.033725,0.007709,0,0.746667,0.400000,0.895238,0.746667,0.400000,0.895238,0.746667,0.400000,0.895238,0.746667,0.400000,0.895238,0.746667,0.400000,0.895238,0.746667,0.400000,0.895238
german-credit,16,0.220000,0.052600,0.011572,10,0.763333,0.322222,0.952381,0.763333,0.322222,0.952381,0.763333,0.322222,0.952381,0.763333,0.322222,0.952381,0.763333,0.322222,0.952381,0.763333,0.322222,0.952381
german-credit,17,0.215714,0.036173,0.007803,0,0.750000,0.388889,0.904762,0.753333,0.388889,0.909524,0.753333,0.388889,0.909524,0.753333,0.388889,0.909524,0.753333,0.388889,0.909524,0.753333,0.388889,0.909524
german-credit,18,0.227143,0.016335,0.003710,0,0.780000,0.411111,0.938095,0.780000,0.411111,0.938095,0.780000,0.411111,0.938095,0.780000,0.411111,0.938095,0.780000,0.411111,0.938095,0.780000,0.411111,0.938095
german-credit,19,0.228571,0.061267,0.014004,0,0.723333,0.288889,0.909524,0.726667,0.300000,0.909524,0.726667,0.300000,0.909524,0.726667,0.300000,0.909524,0.726667,0.300000,0.909524,0.726667,0.300000,0.909524
german-credit,20,0.232857,0.044388,0.010336,0,0.730000,0.411111,0.866667,0.726667,0.400000,0.866667,0.726667,0.400000,0.866667,0.726667,0.400000,0.866667,0.726667,0.400000,0.866667,0.726667,0.400000,0.866667
german-credit,21,0.264286,0.033748,0.008919,0,0.766667,0.377778,0.933333,0.763333,0.377778,0.928571,0.763333,0.377778,0.928571,0.763333,0.377778,0.928571,0.763333,0.377778,0.928571,0.763333,0.377778,0.928571
german-credit,22,0.204286,0.029579,0.006043,0,0.736667,0.388889,0.885714,0.736667,0.388889,0.885714,0.736667,0.388889,0.885714,0.736667,0.388889,0.885714,0.736667,0.388889,0.885714,0.736667,0.388889,0.885714
german-credit,23,0.230000,0.028452,0.006544,0,0.750000,0.400000,0.900000,0.750000,0.400000,0.900000,0.750000,0.400000,0.900000,0.750000,0.400000,0.900000,0.750000,0.400000,0.900000,0.750000,0.400000,0.900000
german-credit,24,0.230000,0.034863,0.008019,0,0.786667,0.411111,0.947619,0.786667,0.411111,0.947619,0.786667,0.411111,0.947619,0.786667,0.411111,0.947619,0.786667,0.411111,0.947619,0.786667,0.411111,0.947619
german-credit,25,0.248571,0.042439,0.010549,0,0.730000,0.322222,0.904762,0.730000,0.322222,0.904762,0.730000,0.322222,0.904762,0.730000,0.322222,0.904762,0.730000,0.322222,0.904762,0.733333,0.333333,0.904762
german-credit,26,0.241429,0.029645,0.007157,0,0.763333,0.355556,0.938095,0.760000,0.366667,0.928571,0.760000,0.366667,0.928571,0.763333,0.377778,0.928571,0.763333,0.377778,0.928571,0.763333,0.377778,0.928571
german-credit,27,0.217143,0.023186,0.005035,0,0.736667,0.277778,0.933333,0.733333,0.266667,0.933333,0.733333,0.266667,0.933333,0.733333,0.266667,0.933333,0.733333,0.266667,0.933333,0.733333,0.266667,0.933333
german-credit,28,0.244286,0.058758,0.014354,0,0.773333,0.433333,0.919048,0.770000,0.422222,0.919048,0.770000,0.422222,0.919048,0.770000,0.422222,0.919048,0.770000,0.422222,0.919048,0.770000,0.422222,0.919048
german-credit,29,0.217143,0.025241,0.005481,0,0.750000,0.333333,0.928571,0.753333,0.333333,0.933333,0.753333,0.333333,0.933333,0.753333,0.333333,0.933333,0.753333,0.333333,0.933333,0.753333,0.333333,0.933333
tic-tac-toe,0,0.113433,0.363020,0.041178,10,0.934028,0.810000,1.000000,0.940972,0.830000,1.000000,0.934028,0.810000,1.000000,0.940972,0.830000,1.000000,0.940972,0.830000,1.000000,0.937500,0.820000,1.000000
tic-tac-toe,1,0.097015,0.254719,0.024712,10,0.920139,0.790000,0.989362,0.954861,0.870000,1.000000,0.934028,0.810000,1.000000,0.954861,0.870000,1.000000,0.954861,0.870000,1.000000,0.958333,0.880000,1.000000
tic-tac-toe,2,0.107463,0.245204,0.026350,20,0.958333,0.880000,1.000000,0.961806,0.890000,1.000000,0.968750,0.910000,1.000000,0.968750,0.910000,1.000000,0.961806,0.890000,1.000000,0.947917,0.850000,1.000000
tic-tac-toe,3,0.094030,0.279931,0.026322,30,0.930556,0.800000,1.000000,0.961806,0.890000,1.000000,0.954861,0.870000,1.000000,0.961806,0.890000,1.000000,0.961806,0.890000,1.000000,0.961806,0.890000,1.000000
tic-tac-toe,4,0.117910,0.274461,0.032362,0,0.913194,0.750000,1.000000,0.923611,0.780000,1.000000,0.923611,0.780000,1.000000,0.934028,0.810000,1.000000,0.937500,0.820000,1.000000,0.940972,0.830000,1.000000
tic-tac-toe,5,0.100000,0.226413,0.022641,30,0.954861,0.870000,1.000000,0.975694,0.930000,1.000000,0.958333,0.880000,1.000000,0.961806,0.890000,1.000000,0.968750,0.910000,1.000000,0.975694,0.930000,1.000000
tic-tac-toe,6,0.105970,0.211516,0.022414,0,0.951389,0.860000,1.000000,0.954861,0.870000,1.000000,0.954861,0.870000,1.000000,0.954861,0.870000,1.000000,0.954861,0.870000,1.000000,0.958333,0.880000,1.000000
tic-tac-toe,7,0.094030,0.229492,0.021579,20,0.947917,0.860000,0.994681,0.954861,0.870000,1.000000,0.951389,0.860000,1.000000,0.951389,0.860000,1.000000,0.954861,0.870000,1.000000,0.947917,0.850000,1.000000
tic-tac-toe,8,0.125373,0.164456,0.020618,0,0.954861,0.880000,0.994681,0.951389,0.870000,0.994681,0.951389,0.870000,0.994681,0.947917,0.860000,0.994681,0.944444,0.850000,0.994681,0.930556,0.810000,0.994681
tic-tac-toe,9,0.114925,0.085021,0.009771,0,0.958333,0.880000,1.000000,0.961806,0.890000,1.000000,0.961806,0.890000,1.000000,0.961806,0.890000,1.000000,0.961806,0.890000,1.000000,0.961806,0.890000,1.000000
tic-tac-toe,10,0.110448,0.305641,0.033757,30,0.923611,0.800000,0.989362,0.958333,0.880000,1.000000,0.947917,0.850000,1.000000,0.954861,0.870000,1.000000,0.961806,0.890000,1.000000,0.958333,0.880000,1.000000
tic-tac-toe,11,0.095522,0.265013,0.025315,30,0.913194,0.760000,0.994681,0.947917,0.880000,0.984043,0.930556,0.820000,0.989362,0.940972,0.850000,0.989362,0.944444,0.870000,0.984043,0.947917,0.880000,0.984043
