dataset,rep,M,S,MS,rf_acc,rf_rmin,rf_rmaj,K0_alpha,K0_acc,K0_rmin,K0_rmaj,K10_alpha,K10_acc,K10_rmin,K10_rmaj,K20_alpha,K20_acc,K20_rmin,K20_rmaj,K30_alpha,K30_acc,K30_rmin,K30_rmaj
oil,24,0.013740,0.285947,0.003929,0.964539,0.250000,0.996296,1.000000,0.960993,0.250000,0.992593,1.039290,0.960993,0.250000,0.992593,1.078581,0.960993,0.250000,0.992593,1.117871,0.960993,0.250000,0.992593
oil,25,0.015267,0.396087,0.006047,0.957447,0.083333,0.996296,1.000000,0.957447,0.083333,0.996296,1.060471,0.957447,0.083333,0.996296,1.120943,0.957447,0.083333,0.996296,1.181414,0.957447,0.083333,0.996296
oil,26,0.012214,0.288565,0.003524,0.960993,0.166667,0.996296,1.000000,0.957447,0.166667,0.992593,1.035245,0.957447,0.166667,0.992593,1.070489,0.957447,0.166667,0.992593,1.105734,0.957447,0.166667,0.992593
oil,27,0.025954,0.136152,0.003534,0.968085,0.333333,0.996296,1.000000,0.968085,0.333333,0.996296,1.035337,0.968085,0.333333,0.996296,1.070675,0.968085,0.333333,0.996296,1.106012,0.968085,0.333333,0.996296
oil,28,0.016794,0.407844,0.006849,0.968085,0.250000,1.000000,1.000000,0.968085,0.250000,1.000000,1.068493,0.968085,0.250000,1.000000,1.136986,0.968085,0.250000,1.000000,1.205479,0.968085,0.250000,1.000000
oil,29,0.018321,0.110592,0.002026,0.960993,0.166667,0.996296,1.000000,0.960993,0.166667,0.996296,1.020261,0.960993,0.166667,0.996296,1.040522,0.960993,0.166667,0.996296,1.060783,0.960993,0.166667,0.996296
phoneme,0,0.086991,0.137374,0.011950,0.900123,0.823529,0.931937,1.000000,0.898890,0.813025,0.934555,1.119503,0.898890,0.810924,0.935428,1.239007,0.898890,0.810924,0.935428,1.358510,0.898274,0.808824,0.935428
phoneme,1,0.080381,0.098597,0.007925,0.901356,0.831933,0.930192,1.000000,0.901356,0.827731,0.931937,1.079253,0.901356,0.827731,0.931937,1.158506,0.902589,0.829832,0.932810,1.237760,0.902589,0.831933,0.931937
phoneme,2,0.078001,0.132520,0.010337,0.908755,0.831933,0.940663,1.000000,0.911837,0.842437,0.940663,1.103367,0.913070,0.842437,0.942408,1.206734,0.911837,0.842437,0.940663,1.310101,0.912454,0.844538,0.940663
phoneme,3,0.080381,0.169138,0.013595,0.900123,0.808824,0.938045,1.000000,0.898890,0.800420,0.939791,1.135954,0.899507,0.800420,0.940663,1.271908,0.900123,0.800420,0.941536,1.407862,0.900740,0.800420,0.942408
phoneme,4,0.076943,0.107385,0.008263,0.906905,0.844538,0.932810,1.000000,0.905055,0.844538,0.930192,1.082626,0.905672,0.846639,0.930192,1.165251,0.905672,0.846639,0.930192,1.247877,0.905672,0.846639,0.930192
phoneme,5,0.080381,0.112830,0.009069,0.898274,0.827731,0.927574,1.000000,0.901973,0.823529,0.934555,1.090694,0.901973,0.823529,0.934555,1.181387,0.901356,0.821429,0.934555,1.272081,0.902589,0.821429,0.936300
phoneme,6,0.086462,0.134544,0.011633,0.897041,0.836134,0.922339,1.000000,0.895808,0.834034,0.921466,1.116330,0.895808,0.831933,0.922339,1.232660,0.895808,0.829832,0.923211,1.348990,0.895808,0.829832,0.923211
phoneme,7,0.081967,0.128507,0.010533,0.907522,0.798319,0.952880,1.000000,0.908755,0.800420,0.953752,1.105334,0.908755,0.800420,0.953752,1.210667,0.908755,0.800420,0.953752,1.316001,0.908755,0.802521,0.952880
phoneme,8,0.083818,0.137254,0.011504,0.909988,0.821429,0.946771,1.000000,0.911837,0.831933,0.945026,1.115044,0.912454,0.834034,0.945026,1.230088,0.912454,0.834034,0.945026,1.345131,0.914303,0.840336,0.945026
phoneme,9,0.083554,0.080538,0.006729,0.901973,0.829832,0.931937,1.000000,0.900740,0.827731,0.931065,1.067292,0.900740,0.827731,0.931065,1.134584,0.901973,0.829832,0.931937,1.201876,0.901973,0.829832,0.931937
phoneme,10,0.075886,0.098143,0.007448,0.896424,0.783613,0.943281,1.000000,0.897657,0.781513,0.945899,1.074477,0.897657,0.781513,0.945899,1.148953,0.897657,0.781513,0.945899,1.223430,0.897657,0.783613,0.945026
phoneme,11,0.082496,0.117298,0.009677,0.909371,0.831933,0.941536,1.000000,0.907522,0.821429,0.943281,1.096766,0.906905,0.819328,0.943281,1.193533,0.906905,0.819328,0.943281,1.290299,0.906905,0.819328,0.943281
phoneme,12,0.076415,0.193857,0.014814,0.901973,0.817227,0.937173,1.000000,0.901973,0.810924,0.939791,1.148135,0.900740,0.808824,0.938918,1.296271,0.900740,0.808824,0.938918,1.444406,0.901973,0.808824,0.940663
phoneme,13,0.076415,0.078407,0.005991,0.914920,0.840336,0.945899,1.000000,0.916153,0.844538,0.945899,1.059915,0.916153,0.848739,0.944154,1.119829,0.916769,0.848739,0.945026,1.179744,0.916769,0.848739,0.945026
phoneme,14,0.074828,0.125069,0.009359,0.895808,0.802521,0.934555,1.000000,0.897657,0.804622,0.936300,1.093587,0.897041,0.804622,0.935428,1.187173,0.897657,0.804622,0.936300,1.280760,0.897657,0.804622,0.936300
phoneme,15,0.085140,0.054284,0.004622,0.906905,0.823529,0.941536,1.000000,0.909371,0.817227,0.947644,1.046217,0.909371,0.817227,0.947644,1.092435,0.909371,0.817227,0.947644,1.138652,0.908755,0.815126,0.947644
phoneme,16,0.086462,0.116919,0.010109,0.913070,0.846639,0.940663,1.000000,0.912454,0.848739,0.938918,1.101090,0.913070,0.850840,0.938918,1.202181,0.913687,0.855042,0.938045,1.303271,0.913070,0.852941,0.938045
phoneme,17,0.088313,0.154575,0.013651,0.910604,0.827731,0.945026,1.000000,0.911837,0.829832,0.945899,1.136510,0.912454,0.829832,0.946771,1.273020,0.913070,0.831933,0.946771,1.409530,0.912454,0.831933,0.945899
phoneme,18,0.074828,0.062956,0.004711,0.903822,0.808824,0.943281,1.000000,0.908755,0.821429,0.945026,1.047109,0.908755,0.821429,0.945026,1.094217,0.909371,0.821429,0.945899,1.141326,0.908755,0.821429,0.945026
phoneme,19,0.085405,0.091347,0.007801,0.903822,0.804622,0.945026,1.000000,0.903822,0.796218,0.948517,1.078014,0.906289,0.798319,0.951134,1.156028,0.906289,0.798319,0.951134,1.234042,0.906289,0.798319,0.951134
phoneme,20,0.081174,0.107663,0.008739,0.900123,0.823529,0.931937,1.000000,0.903206,0.825630,0.935428,1.087394,0.903822,0.827731,0.935428,1.174789,0.902589,0.825630,0.934555,1.262183,0.901973,0.823529,0.934555
phoneme,21,0.080381,0.105362,0.008469,0.903822,0.825630,0.936300,1.000000,0.905055,0.836134,0.933682,1.084691,0.905055,0.836134,0.933682,1.169382,0.904439,0.836134,0.932810,1.254072,0.905055,0.838235,0.932810
phoneme,22,0.075621,0.162024,0.012252,0.887176,0.783613,0.930192,1.000000,0.889642,0.787815,0.931937,1.122525,0.890259,0.787815,0.932810,1.245050,0.890259,0.787815,0.932810,1.367575,0.890259,0.787815,0.932810
phoneme,23,0.082496,0.107683,0.008883,0.920469,0.863445,0.944154,1.000000,0.916769,0.852941,0.943281,1.088834,0.916153,0.852941,0.942408,1.177668,0.915536,0.852941,0.941536,1.266502,0.915536,0.852941,0.941536
phoneme,24,0.084082,0.159180,0.013384,0.911837,0.859244,0.933682,1.000000,0.911837,0.859244,0.933682,1.133842,0.911837,0.859244,0.933682,1.267684,0.911837,0.859244,0.933682,1.401526,0.911837,0.859244,0.933682
phoneme,25,0.076943,0.149117,0.011474,0.907522,0.831933,0.938918,1.000000,0.905672,0.836134,0.934555,1.114736,0.906289,0.836134,0.935428,1.229471,0.906289,0.836134,0.935428,1.344207,0.906289,0.838235,0.934555
phoneme,26,0.080910,0.127080,0.010282,0.903822,0.821429,0.938045,1.000000,0.903206,0.813025,0.940663,1.102820,0.903822,0.815126,0.940663,1.205640,0.905055,0.819328,0.940663,1.308460,0.906905,0.821429,0.942408
phoneme,27,0.078794,0.167977,0.013236,0.902589,0.815126,0.938918,1.000000,0.903822,0.819328,0.938918,1.132356,0.903822,0.819328,0.938918,1.264713,0.904439,0.819328,0.939791,1.397069,0.906289,0.821429,0.941536
phoneme,28,0.078001,0.066975,0.005224,0.906289,0.844538,0.931937,1.000000,0.906905,0.850840,0.930192,1.052241,0.906905,0.850840,0.930192,1.104482,0.906905,0.850840,0.930192,1.156723,0.906905,0.850840,0.930192
phoneme,29,0.080381,0.168233,0.013523,0.904439,0.846639,0.928447,1.000000,0.908755,0.855042,0.931065,1.135227,0.907522,0.855042,0.929319,1.270453,0.908138,0.857143,0.929319,1.405680,0.909371,0.861345,0.929319
kr-vs-kp,0,0.016987,0.315614,0.005361,0.990615,0.991266,0.990020,1.000000,0.991658,0.991266,0.992016,1.053614,0.992701,0.993450,0.992016,1.107227,0.993743,0.995633,0.992016,1.160841,0.993743,0.995633,0.992016
kr-vs-kp,1,0.016987,0.504105,0.008563,0.990615,0.986900,0.994012,1.000000,0.990615,0.984716,0.996008,1.085633,0.990615,0.984716,0.996008,1.171265,0.990615,0.984716,0.996008,1.256898,0.990615,0.984716,0.996008
kr-vs-kp,2,0.013411,0.582638,0.007814,0.991658,0.991266,0.992016,1.000000,0.989572,0.986900,0.992016,1.078137,0.989572,0.986900,0.992016,1.156273,0.989572,0.986900,0.992016,1.234410,0.990615,0.986900,0.994012
kr-vs-kp,3,0.018328,0.272655,0.004997,0.991658,0.995633,0.988024,1.000000,0.991658,0.993450,0.990020,1.049972,0.991658,0.993450,0.990020,1.099945,0.991658,0.993450,0.990020,1.149917,0.991658,0.993450,0.990020
kr-vs-kp,4,0.014305,0.637592,0.009121,0.988530,0.984716,0.992016,1.000000,0.987487,0.980349,0.994012,1.091207,0.987487,0.980349,0.994012,1.182413,0.987487,0.980349,0.994012,1.273620,0.986444,0.978166,0.994012
kr-vs-kp,5,0.017881,0.352544,0.006304,0.986444,0.975983,0.996008,1.000000,0.986444,0.975983,0.996008,1.063039,0.986444,0.975983,0.996008,1.126077,0.986444,0.975983,0.996008,1.189116,0.986444,0.975983,0.996008
kr-vs-kp,6,0.012517,0.495071,0.006197,0.986444,0.971616,1.000000,1.000000,0.989572,0.978166,1.000000,1.061967,0.989572,0.978166,1.000000,1.123934,0.989572,0.978166,1.000000,1.185901,0.989572,0.978166,1.000000
kr-vs-kp,7,0.015199,0.619492,0.009416,0.986444,0.982533,0.990020,1.000000,0.988530,0.984716,0.992016,1.094156,0.988530,0.984716,0.992016,1.188312,0.988530,0.984716,0.992016,1.282468,0.988530,0.984716,0.992016
kr-vs-kp,8,0.014752,0.384921,0.005678,0.991658,0.986900,0.996008,1.000000,0.992701,0.989083,0.996008,1.056783,0.992701,0.989083,0.996008,1.113566,0.992701,0.989083,0.996008,1.170349,0.992701,0.989083,0.996008
kr-vs-kp,9,0.015646,0.335143,0.005244,0.991658,0.986900,0.996008,1.000000,0.992701,0.986900,0.998004,1.052436,0.992701,0.986900,0.998004,1.104873,0.992701,0.986900,0.998004,1.157309,0.991658,0.984716,0.998004
kr-vs-kp,10,0.015646,0.319779,0.005003,0.989572,0.991266,0.988024,1.000000,0.989572,0.991266,0.988024,1.050033,0.990615,0.993450,0.988024,1.100065,0.990615,0.993450,0.988024,1.150098,0.990615,0.993450,0.988024
kr-vs-kp,11,0.015646,0.430556,0.006736,0.986444,0.980349,0.992016,1.000000,0.986444,0.980349,0.992016,1.067365,0.986444,0.980349,0.992016,1.134729,0.986444,0.980349,0.992016,1.202094,0.986444,0.980349,0.992016
kr-vs-kp,12,0.014305,0.463656,0.006633,0.983316,0.969432,0.996008,1.000000,0.983316,0.969432,0.996008,1.066325,0.984359,0.971616,0.996008,1.132651,0.985401,0.971616,0.998004,1.198976,0.985401,0.971616,0.998004
kr-vs-kp,13,0.014305,0.616425,0.008818,0.991658,0.986900,0.996008,1.000000,0.990615,0.984716,0.996008,1.088179,0.989572,0.984716,0.994012,1.176358,0.989572,0.984716,0.994012,1.264537,0.990615,0.986900,0.994012
kr-vs-kp,14,0.014305,0.369086,0.005280,0.986444,0.980349,0.992016,1.000000,0.986444,0.980349,0.992016,1.052797,0.986444,0.980349,0.992016,1.105594,0.986444,0.980349,0.992016,1.158392,0.986444,0.980349,0.992016
kr-vs-kp,15,0.016540,0.705901,0.011676,0.991658,0.989083,0.994012,1.000000,0.992701,0.989083,0.996008,1.116756,0.992701,0.989083,0.996008,1.233512,0.992701,0.989083,0.996008,1.350268,0.992701,0.989083,0.996008
kr-vs-kp,16,0.010729,0.412714,0.004428,0.989572,0.989083,0.990020,1.000000,0.989572,0.989083,0.990020,1.044279,0.989572,0.989083,0.990020,1.088557,0.989572,0.989083,0.990020,1.132836,0.989572,0.989083,0.990020
kr-vs-kp,17,0.015646,0.529890,0.008291,0.993743,0.991266,0.996008,1.000000,0.996872,0.997817,0.996008,1.082906,0.996872,0.997817,0.996008,1.165813,0.996872,0.997817,0.996008,1.248719,0.996872,0.997817,0.996008
kr-vs-kp,18,0.014752,0.418731,0.006177,0.987487,0.980349,0.994012,1.000000,0.988530,0.980349,0.996008,1.061771,0.987487,0.978166,0.996008,1.123542,0.987487,0.978166,0.996008,1.185312,0.987487,0.978166,0.996008
kr-vs-kp,19,0.016093,0.608429,0.009791,0.993743,0.989083,0.998004,1.000000,0.993743,0.989083,0.998004,1.097914,0.993743,0.989083,0.998004,1.195829,0.993743,0.989083,0.998004,1.293743,0.993743,0.989083,0.998004
kr-vs-kp,20,0.019669,0.349878,0.006882,0.992701,0.991266,0.994012,1.000000,0.992701,0.991266,0.994012,1.068818,0.992701,0.991266,0.994012,1.137636,0.992701,0.991266,0.994012,1.206454,0.992701,0.991266,0.994012
kr-vs-kp,21,0.018328,0.681373,0.012488,0.987487,0.989083,0.986028,1.000000,0.987487,0.989083,0.986028,1.124883,0.987487,0.989083,0.986028,1.249766,0.987487,0.989083,0.986028,1.374648,0.987487,0.989083,0.986028
kr-vs-kp,22,0.015646,0.587169,0.009187,0.989572,0.984716,0.994012,1.000000,0.990615,0.984716,0.996008,1.091868,0.990615,0.984716,0.996008,1.183736,0.990615,0.984716,0.996008,1.275605,0.990615,0.984716,0.996008
kr-vs-kp,23,0.013411,0.455250,0.006105,0.989572,0.982533,0.996008,1.000000,0.990615,0.984716,0.996008,1.061053,0.990615,0.984716,0.996008,1.122105,0.990615,0.984716,0.996008,1.183158,0.990615,0.984716,0.996008
kr-vs-kp,24,0.011176,0.410104,0.004583,0.995829,0.995633,0.996008,1.000000,0.996872,0.995633,0.998004,1.045832,0.996872,0.995633,0.998004,1.091664,0.996872,0.995633,0.998004,1.137496,0.996872,0.995633,0.998004
kr-vs-kp,25,0.013858,0.658730,0.009129,0.991658,0.982533,1.000000,1.000000,0.991658,0.982533,1.000000,1.091286,0.991658,0.982533,1.000000,1.182572,0.991658,0.982533,1.000000,1.273857,0.991658,0.982533,1.000000
kr-vs-kp,26,0.015646,0.850000,0.013299,0.991658,0.989083,0.994012,1.000000,0.991658,0.986900,0.996008,1.132991,0.991658,0.986900,0.996008,1.265981,0.991658,0.986900,0.996008,1.398972,0.991658,0.986900,0.996008
kr-vs-kp,27,0.015199,0.456213,0.006934,0.986444,0.975983,0.996008,1.000000,0.984359,0.971616,0.996008,1.069339,0.984359,0.971616,0.996008,1.138679,0.984359,0.971616,0.996008,1.208018,0.984359,0.971616,0.996008
kr-vs-kp,28,0.015646,0.520242,0.008140,0.987487,0.989083,0.986028,1.000000,0.987487,0.989083,0.986028,1.081397,0.987487,0.989083,0.986028,1.162794,0.987487,0.989083,0.986028,1.244191,0.987487,0.989083,0.986028
kr-vs-kp,29,0.012964,0.386781,0.005014,0.991658,0.986900,0.996008,1.000000,0.992701,0.989083,0.996008,1.050141,0.992701,0.989083,0.996008,1.100283,0.992701,0.989083,0.996008,1.150424,0.992701,0.989083,0.996008
jm1,0,0.097782,0.141543,0.013840,0.806797,0.235759,0.943812,1.000000,0.807103,0.261076,0.938117,1.138403,0.807716,0.264241,0.938117,1.276806,0.808328,0.264241,0.938876,1.415209,0.808634,0.268987,0.938117
jm1,1,0.094238,0.120234,0.011331,0.821494,0.232595,0.962794,1.000000,0.821800,0.248418,0.959377,1.113306,0.821800,0.248418,0.959377,1.226612,0.821800,0.248418,0.959377,1.339917,0.821494,0.251582,0.958238
jm1,2,0.091088,0.100735,0.009176,0.819657,0.242089,0.958238,1.000000,0.821494,0.257911,0.956720,1.091758,0.821494,0.257911,0.956720,1.183515,0.821800,0.259494,0.956720,1.275273,0.822413,0.261076,0.957099
jm1,3,0.093188,0.071760,0.006687,0.821188,0.242089,0.960137,1.000000,0.821800,0.254747,0.957859,1.066872,0.822413,0.256329,0.958238,1.133744,0.822413,0.256329,0.958238,1.200616,0.822107,0.256329,0.957859
jm1,4,0.094369,0.146598,0.013834,0.811084,0.243671,0.947229,1.000000,0.811696,0.250000,0.946469,1.138344,0.811390,0.251582,0.945710,1.276688,0.812002,0.254747,0.945710,1.415032,0.812615,0.256329,0.946090
jm1,5,0.093976,0.144532,0.013583,0.821800,0.223101,0.965452,1.000000,0.817514,0.229430,0.958618,1.135825,0.816901,0.229430,0.957859,1.271650,0.816595,0.232595,0.956720,1.407475,0.815370,0.229430,0.955961
jm1,6,0.089382,0.101956,0.009113,0.808941,0.210443,0.952544,1.000000,0.812309,0.218354,0.954822,1.091130,0.811696,0.218354,0.954062,1.182261,0.811696,0.218354,0.954062,1.273391,0.812309,0.221519,0.954062
jm1,7,0.099488,0.112508,0.011193,0.819657,0.227848,0.961655,1.000000,0.822107,0.246835,0.960137,1.111932,0.821188,0.246835,0.958998,1.223865,0.822107,0.250000,0.959377,1.335797,0.820576,0.245253,0.958618
jm1,8,0.094369,0.161846,0.015273,0.815983,0.234177,0.955581,1.000000,0.819657,0.256329,0.954822,1.152733,0.819657,0.259494,0.954062,1.305466,0.820576,0.261076,0.954822,1.458200,0.820269,0.259494,0.954822
jm1,9,0.092007,0.119127,0.010960,0.815064,0.221519,0.957479,1.000000,0.813533,0.237342,0.951784,1.109605,0.813840,0.240506,0.951405,1.219209,0.814146,0.240506,0.951784,1.328814,0.813533,0.240506,0.951025
jm1,10,0.102376,0.077710,0.007956,0.814758,0.216772,0.958238,1.000000,0.815370,0.224684,0.957099,1.079556,0.815064,0.226266,0.956340,1.159113,0.814758,0.226266,0.955961,1.238669,0.815064,0.226266,0.956340
jm1,11,0.098963,0.108117,0.010700,0.814758,0.191456,0.964313,1.000000,0.820882,0.210443,0.967350,1.106996,0.821494,0.212025,0.967730,1.213993,0.822107,0.215190,0.967730,1.320989,0.822413,0.216772,0.967730
jm1,12,0.091351,0.123490,0.011281,0.813227,0.215190,0.956720,1.000000,0.812921,0.229430,0.952923,1.112809,0.812615,0.229430,0.952544,1.225618,0.811696,0.227848,0.951784,1.338426,0.810778,0.227848,0.950645
jm1,13,0.099357,0.137314,0.013643,0.817514,0.226266,0.959377,1.000000,0.819963,0.254747,0.955581,1.136430,0.819657,0.253165,0.955581,1.272861,0.819657,0.254747,0.955201,1.409291,0.817820,0.254747,0.952923
jm1,14,0.094107,0.135023,0.012707,0.818739,0.221519,0.962035,1.000000,0.820882,0.240506,0.960137,1.127066,0.820269,0.240506,0.959377,1.254131,0.820269,0.243671,0.958618,1.381197,0.820576,0.246835,0.958238
jm1,15,0.091088,0.092554,0.008431,0.814758,0.202532,0.961655,1.000000,0.817514,0.215190,0.962035,1.084306,0.817208,0.215190,0.961655,1.168611,0.816901,0.215190,0.961276,1.252917,0.816595,0.216772,0.960516
jm1,16,0.094369,0.111028,0.010478,0.821800,0.231013,0.963554,1.000000,0.819657,0.232595,0.960516,1.104777,0.818739,0.229430,0.960137,1.209553,0.817514,0.229430,0.958618,1.314330,0.816901,0.227848,0.958238
jm1,17,0.106182,0.143824,0.015272,0.818432,0.231013,0.959377,1.000000,0.817820,0.242089,0.955961,1.152715,0.818126,0.243671,0.955961,1.305430,0.818126,0.243671,0.955961,1.458146,0.818739,0.246835,0.955961
jm1,18,0.092138,0.116537,0.010737,0.817208,0.248418,0.953683,1.000000,0.821494,0.248418,0.958998,1.107375,0.820576,0.248418,0.957859,1.214749,0.820882,0.251582,0.957479,1.322124,0.820882,0.251582,0.957479
jm1,19,0.095026,0.091493,0.008694,0.816595,0.250000,0.952544,1.000000,0.816289,0.259494,0.949886,1.086942,0.816595,0.262658,0.949506,1.173884,0.816289,0.262658,0.949127,1.260826,0.816595,0.264241,0.949127
jm1,20,0.095157,0.130726,0.012439,0.820576,0.250000,0.957479,1.000000,0.818126,0.264241,0.951025,1.124395,0.817514,0.264241,0.950266,1.248789,0.818126,0.265823,0.950645,1.373184,0.818432,0.270570,0.949886
jm1,21,0.097126,0.096882,0.009410,0.815983,0.237342,0.954822,1.000000,0.818126,0.273734,0.948747,1.094097,0.818126,0.276899,0.947988,1.188195,0.817514,0.275316,0.947608,1.282292,0.816901,0.275316,0.946849
jm1,22,0.095682,0.120151,0.011496,0.815983,0.207278,0.962035,1.000000,0.815983,0.200949,0.963554,1.114963,0.816595,0.197785,0.965072,1.229926,0.816289,0.194620,0.965452,1.344889,0.816595,0.193038,0.966211
jm1,23,0.100407,0.133378,0.013392,0.810778,0.232595,0.949506,1.000000,0.809247,0.265823,0.939636,1.133921,0.808328,0.265823,0.938497,1.267842,0.808328,0.267405,0.938117,1.401763,0.807103,0.267405,0.936598
jm1,24,0.096863,0.143201,0.013871,0.810165,0.197785,0.957099,1.000000,0.811390,0.219937,0.953303,1.138709,0.811696,0.221519,0.953303,1.277418,0.811696,0.221519,0.953303,1.416127,0.810778,0.219937,0.952544
jm1,25,0.098438,0.110203,0.010848,0.818432,0.227848,0.960137,1.000000,0.821494,0.238924,0.961276,1.108482,0.821800,0.240506,0.961276,1.216964,0.822719,0.243671,0.961655,1.325446,0.822413,0.243671,0.961276
jm1,26,0.096994,0.081767,0.007931,0.812002,0.224684,0.952923,1.000000,0.812921,0.245253,0.949127,1.079309,0.812002,0.242089,0.948747,1.158619,0.812002,0.243671,0.948368,1.237928,0.811696,0.242089,0.948368
jm1,27,0.094763,0.146798,0.013911,0.817820,0.226266,0.959757,1.000000,0.817208,0.240506,0.955581,1.139111,0.818739,0.243671,0.956720,1.278222,0.818432,0.243671,0.956340,1.417332,0.818432,0.248418,0.955201
jm1,28,0.098701,0.079517,0.007848,0.820269,0.215190,0.965452,1.000000,0.821188,0.234177,0.962035,1.078483,0.821188,0.234177,0.962035,1.156967,0.821494,0.235759,0.962035,1.235450,0.821494,0.237342,0.961655
jm1,29,0.094763,0.088455,0.008382,0.813840,0.223101,0.955581,1.000000,0.812615,0.224684,0.953683,1.083822,0.812002,0.221519,0.953683,1.167644,0.812921,0.226266,0.953683,1.251467,0.812921,0.226266,0.953683
electricity,0,0.138611,0.040829,0.005659,0.831333,0.737834,0.900348,1.000000,0.832000,0.740973,0.899189,1.056594,0.831333,0.739403,0.899189,1.113187,0.830667,0.739403,0.898030,1.169781,0.830667,0.739403,0.898030
electricity,1,0.142898,0.058516,0.008362,0.846000,0.783359,0.892236,1.000000,0.846667,0.786499,0.891078,1.083618,0.846667,0.788069,0.889919,1.167236,0.846667,0.788069,0.889919,1.250854,0.846667,0.788069,0.889919
