dataset,rep,M,S,MS,rf_acc,rf_rmin,rf_rmaj,K0_alpha,K0_acc,K0_rmin,K0_rmaj,K10_alpha,K10_acc,K10_rmin,K10_rmaj,K20_alpha,K20_acc,K20_rmin,K20_rmaj,K30_alpha,K30_acc,K30_rmin,K30_rmaj
spambase,28,0.041615,0.101947,0.004243,0.956553,0.919118,0.980884,1.000000,0.958726,0.920956,0.983274,1.042425,0.958726,0.920956,0.983274,1.084850,0.958726,0.920956,0.983274,1.127276,0.958726,0.920956,0.983274
spambase,29,0.037888,0.042024,0.001592,0.955829,0.933824,0.970131,1.000000,0.957277,0.937500,0.970131,1.015922,0.957277,0.937500,0.970131,1.031844,0.957277,0.937500,0.970131,1.047766,0.958001,0.939338,0.970131
eeg-eye-state,0,0.186786,0.205437,0.038373,0.878333,0.828210,0.921175,1.000000,0.891667,0.848101,0.928903,1.383726,0.893333,0.846293,0.933539,1.767453,0.896667,0.849910,0.936631,2.151179,0.895000,0.846293,0.936631
eeg-eye-state,1,0.170000,0.195985,0.033317,0.851667,0.806510,0.890263,1.000000,0.865833,0.820976,0.904173,1.333175,0.878333,0.844485,0.907264,1.666350,0.881667,0.846293,0.911901,1.999525,0.876667,0.840868,0.907264
eeg-eye-state,2,0.178214,0.179556,0.032000,0.865000,0.837251,0.888717,1.000000,0.872500,0.839060,0.901082,1.319995,0.874167,0.842676,0.901082,1.639990,0.872500,0.833635,0.905719,1.959986,0.876667,0.837251,0.910355
eeg-eye-state,3,0.172143,0.230523,0.039683,0.874167,0.822785,0.918083,1.000000,0.884167,0.840868,0.921175,1.396829,0.891667,0.848101,0.928903,1.793657,0.894167,0.849910,0.931994,2.190486,0.896667,0.853526,0.933539
eeg-eye-state,4,0.177143,0.205391,0.036384,0.865833,0.811935,0.911901,1.000000,0.881667,0.839060,0.918083,1.363836,0.887500,0.844485,0.924266,1.727673,0.888333,0.844485,0.925811,2.091509,0.890000,0.846293,0.927357
eeg-eye-state,5,0.177857,0.188595,0.033543,0.862500,0.813743,0.904173,1.000000,0.869167,0.826401,0.905719,1.335429,0.873333,0.830018,0.910355,1.670859,0.875833,0.837251,0.908810,2.006288,0.875833,0.837251,0.908810
eeg-eye-state,6,0.181429,0.180243,0.032701,0.876667,0.810127,0.933539,1.000000,0.890000,0.828210,0.942813,1.327012,0.888333,0.824593,0.942813,1.654024,0.888333,0.824593,0.942813,1.981035,0.891667,0.826401,0.947450
eeg-eye-state,7,0.180000,0.205101,0.036918,0.882500,0.851718,0.908810,1.000000,0.888333,0.860759,0.911901,1.369182,0.895000,0.867993,0.918083,1.738364,0.899167,0.873418,0.921175,2.107547,0.901667,0.873418,0.925811
eeg-eye-state,8,0.181429,0.210273,0.038149,0.896667,0.873418,0.916538,1.000000,0.906667,0.891501,0.919629,1.381495,0.905000,0.889693,0.918083,1.762989,0.905833,0.887884,0.921175,2.144484,0.906667,0.891501,0.919629
eeg-eye-state,9,0.184286,0.194347,0.035815,0.865833,0.826401,0.899536,1.000000,0.883333,0.849910,0.911901,1.358154,0.887500,0.851718,0.918083,1.716308,0.889167,0.855335,0.918083,2.074462,0.890000,0.855335,0.919629
eeg-eye-state,10,0.170000,0.218628,0.037167,0.874167,0.819168,0.921175,1.000000,0.882500,0.835443,0.922720,1.371667,0.890000,0.844485,0.928903,1.743334,0.893333,0.848101,0.931994,2.115001,0.897500,0.851718,0.936631
eeg-eye-state,11,0.166429,0.165869,0.027605,0.850000,0.790235,0.901082,1.000000,0.867500,0.817360,0.910355,1.276054,0.869167,0.815552,0.914992,1.552107,0.873333,0.820976,0.918083,1.828161,0.878333,0.831826,0.918083
eeg-eye-state,12,0.175000,0.182217,0.031888,0.867500,0.840868,0.890263,1.000000,0.881667,0.871609,0.890263,1.318880,0.882500,0.875226,0.888717,1.637760,0.887500,0.880651,0.893354,1.956639,0.886667,0.880651,0.891808
eeg-eye-state,13,0.186071,0.197992,0.036841,0.875000,0.822785,0.919629,1.000000,0.880000,0.830018,0.922720,1.368407,0.885000,0.839060,0.924266,1.736815,0.884167,0.837251,0.924266,2.105222,0.884167,0.840868,0.921175
eeg-eye-state,14,0.165357,0.211092,0.034906,0.856667,0.790235,0.913447,1.000000,0.871667,0.819168,0.916538,1.349056,0.872500,0.820976,0.916538,1.698112,0.878333,0.831826,0.918083,2.047168,0.879167,0.837251,0.914992
eeg-eye-state,15,0.177143,0.227997,0.040388,0.861667,0.835443,0.884080,1.000000,0.877500,0.846293,0.904173,1.403880,0.881667,0.846293,0.911901,1.807760,0.883333,0.848101,0.913447,2.211640,0.884167,0.848101,0.914992
eeg-eye-state,16,0.173214,0.193271,0.033477,0.862500,0.811935,0.905719,1.000000,0.880000,0.830018,0.922720,1.334773,0.882500,0.835443,0.922720,1.669546,0.883333,0.835443,0.924266,2.004319,0.884167,0.833635,0.927357
eeg-eye-state,17,0.166786,0.215895,0.036008,0.848333,0.813743,0.877898,1.000000,0.860000,0.824593,0.890263,1.360083,0.863333,0.833635,0.888717,1.720165,0.865000,0.839060,0.887172,2.080248,0.870000,0.844485,0.891808
eeg-eye-state,18,0.178214,0.186903,0.033309,0.880833,0.826401,0.927357,1.000000,0.894167,0.851718,0.930448,1.333087,0.895833,0.853526,0.931994,1.666175,0.895833,0.853526,0.931994,1.999262,0.895833,0.853526,0.931994
eeg-eye-state,19,0.174286,0.184543,0.032163,0.871667,0.844485,0.894900,1.000000,0.880000,0.849910,0.905719,1.321632,0.889167,0.855335,0.918083,1.643264,0.888333,0.853526,0.918083,1.964896,0.889167,0.851718,0.921175
eeg-eye-state,20,0.177857,0.185506,0.032994,0.865833,0.822785,0.902628,1.000000,0.885833,0.860759,0.907264,1.329935,0.891667,0.873418,0.907264,1.659870,0.895833,0.877034,0.911901,1.989805,0.898333,0.882459,0.911901
eeg-eye-state,21,0.174286,0.218816,0.038136,0.869167,0.833635,0.899536,1.000000,0.883333,0.858951,0.904173,1.381365,0.885833,0.862568,0.905719,1.762730,0.884167,0.858951,0.905719,2.144094,0.884167,0.858951,0.905719
eeg-eye-state,22,0.168571,0.168244,0.028361,0.877500,0.849910,0.901082,1.000000,0.888333,0.867993,0.905719,1.283612,0.890833,0.869801,0.908810,1.567224,0.890833,0.867993,0.910355,1.850836,0.888333,0.862568,0.910355
eeg-eye-state,23,0.175000,0.186105,0.032568,0.871667,0.820976,0.914992,1.000000,0.878333,0.835443,0.914992,1.325684,0.878333,0.831826,0.918083,1.651368,0.878333,0.830018,0.919629,1.977053,0.879167,0.831826,0.919629
eeg-eye-state,24,0.172857,0.188011,0.032499,0.861667,0.808318,0.907264,1.000000,0.882500,0.842676,0.916538,1.324991,0.887500,0.848101,0.921175,1.649982,0.890833,0.855335,0.921175,1.974973,0.890833,0.857143,0.919629
eeg-eye-state,25,0.173929,0.180183,0.031339,0.859167,0.801085,0.908810,1.000000,0.870000,0.819168,0.913447,1.313389,0.869167,0.815552,0.914992,1.626778,0.870833,0.817360,0.916538,1.940167,0.875833,0.824593,0.919629
eeg-eye-state,26,0.172500,0.190094,0.032791,0.865833,0.801085,0.921175,1.000000,0.871667,0.815552,0.919629,1.327912,0.876667,0.820976,0.924266,1.655823,0.877500,0.822785,0.924266,1.983735,0.879167,0.824593,0.925811
eeg-eye-state,27,0.176429,0.210238,0.037092,0.867500,0.826401,0.902628,1.000000,0.881667,0.846293,0.911901,1.370920,0.887500,0.849910,0.919629,1.741839,0.891667,0.858951,0.919629,2.112759,0.890833,0.855335,0.921175
eeg-eye-state,28,0.181429,0.183765,0.033340,0.880000,0.830018,0.922720,1.000000,0.890833,0.835443,0.938176,1.333402,0.890000,0.833635,0.938176,1.666804,0.890833,0.830018,0.942813,2.000206,0.890000,0.828210,0.942813
eeg-eye-state,29,0.180000,0.213632,0.038454,0.874167,0.830018,0.911901,1.000000,0.885833,0.846293,0.919629,1.384537,0.886667,0.848101,0.919629,1.769074,0.883333,0.840868,0.919629,2.153611,0.885000,0.846293,0.918083
magic-gamma,0,0.090000,0.036509,0.003286,0.859167,0.709220,0.940798,1.000000,0.859167,0.711584,0.939511,1.032858,0.859167,0.711584,0.939511,1.065717,0.859167,0.711584,0.939511,1.098575,0.859167,0.711584,0.939511
magic-gamma,1,0.091786,0.087442,0.008026,0.852500,0.742317,0.912484,1.000000,0.849167,0.735225,0.911197,1.080259,0.847500,0.732861,0.909910,1.160519,0.847500,0.730496,0.911197,1.240778,0.848333,0.732861,0.911197
magic-gamma,2,0.093571,0.053526,0.005009,0.857500,0.744681,0.918919,1.000000,0.858333,0.744681,0.920206,1.050085,0.858333,0.744681,0.920206,1.100171,0.858333,0.744681,0.920206,1.150256,0.858333,0.744681,0.920206
magic-gamma,3,0.096429,0.064127,0.006184,0.873333,0.749409,0.940798,1.000000,0.874167,0.744681,0.944659,1.061837,0.875000,0.747045,0.944659,1.123674,0.875000,0.747045,0.944659,1.185511,0.875833,0.747045,0.945946
magic-gamma,4,0.093214,0.045129,0.004207,0.864167,0.735225,0.934363,1.000000,0.863333,0.742317,0.929215,1.042066,0.863333,0.742317,0.929215,1.084133,0.863333,0.742317,0.929215,1.126199,0.863333,0.742317,0.929215
magic-gamma,5,0.097143,0.070403,0.006839,0.860000,0.716312,0.938224,1.000000,0.863333,0.732861,0.934363,1.068391,0.863333,0.732861,0.934363,1.136782,0.863333,0.732861,0.934363,1.205173,0.863333,0.732861,0.934363
magic-gamma,6,0.099643,0.031978,0.003186,0.868333,0.716312,0.951094,1.000000,0.869167,0.716312,0.952381,1.031864,0.870000,0.716312,0.953668,1.063727,0.870000,0.716312,0.953668,1.095591,0.870000,0.716312,0.953668
magic-gamma,7,0.087143,0.058488,0.005097,0.858333,0.713948,0.936937,1.000000,0.858333,0.716312,0.935650,1.050968,0.858333,0.716312,0.935650,1.101936,0.858333,0.716312,0.935650,1.152904,0.857500,0.716312,0.934363
magic-gamma,8,0.090714,0.044626,0.004048,0.873333,0.723404,0.954955,1.000000,0.873333,0.723404,0.954955,1.040482,0.873333,0.723404,0.954955,1.080963,0.873333,0.723404,0.954955,1.121445,0.873333,0.723404,0.954955
magic-gamma,9,0.101071,0.078966,0.007981,0.864167,0.725768,0.939511,1.000000,0.867500,0.730496,0.942085,1.079812,0.867500,0.730496,0.942085,1.159625,0.867500,0.730496,0.942085,1.239437,0.867500,0.730496,0.942085
magic-gamma,10,0.088214,0.053570,0.004726,0.860000,0.718676,0.936937,1.000000,0.860833,0.721040,0.936937,1.047256,0.860833,0.721040,0.936937,1.094513,0.860000,0.721040,0.935650,1.141769,0.860000,0.721040,0.935650
magic-gamma,11,0.096786,0.044681,0.004324,0.868333,0.711584,0.953668,1.000000,0.868333,0.713948,0.952381,1.043245,0.868333,0.713948,0.952381,1.086489,0.868333,0.713948,0.952381,1.129734,0.868333,0.713948,0.952381
magic-gamma,12,0.085357,0.104049,0.008881,0.860000,0.728132,0.931789,1.000000,0.860833,0.730496,0.931789,1.088814,0.861667,0.730496,0.933076,1.177627,0.862500,0.730496,0.934363,1.266441,0.862500,0.730496,0.934363
magic-gamma,13,0.087500,0.064788,0.005669,0.865000,0.730496,0.938224,1.000000,0.865833,0.732861,0.938224,1.056689,0.865833,0.732861,0.938224,1.113378,0.866667,0.735225,0.938224,1.170067,0.866667,0.735225,0.938224
magic-gamma,14,0.093929,0.045525,0.004276,0.855000,0.718676,0.929215,1.000000,0.855833,0.718676,0.930502,1.042761,0.855833,0.718676,0.930502,1.085523,0.855833,0.718676,0.930502,1.128284,0.855833,0.718676,0.930502
magic-gamma,15,0.095714,0.066268,0.006343,0.875000,0.763593,0.935650,1.000000,0.875833,0.765957,0.935650,1.063428,0.875833,0.765957,0.935650,1.126857,0.875833,0.765957,0.935650,1.190285,0.875000,0.763593,0.935650
magic-gamma,16,0.095000,0.055608,0.005283,0.865000,0.711584,0.948520,1.000000,0.865833,0.713948,0.948520,1.052828,0.865833,0.713948,0.948520,1.105655,0.865833,0.713948,0.948520,1.158483,0.865833,0.713948,0.948520
magic-gamma,17,0.095714,0.071718,0.006864,0.870833,0.732861,0.945946,1.000000,0.870000,0.732861,0.944659,1.068644,0.869167,0.730496,0.944659,1.137289,0.869167,0.730496,0.944659,1.205933,0.869167,0.730496,0.944659
magic-gamma,18,0.090357,0.025977,0.002347,0.866667,0.728132,0.942085,1.000000,0.867500,0.728132,0.943372,1.023472,0.867500,0.728132,0.943372,1.046944,0.867500,0.728132,0.943372,1.070416,0.867500,0.728132,0.943372
magic-gamma,19,0.095357,0.087855,0.008378,0.878333,0.756501,0.944659,1.000000,0.878333,0.763593,0.940798,1.083776,0.878333,0.765957,0.939511,1.167553,0.880833,0.770686,0.940798,1.251329,0.880833,0.770686,0.940798
magic-gamma,20,0.089643,0.101411,0.009091,0.860833,0.721040,0.936937,1.000000,0.862500,0.725768,0.936937,1.090908,0.862500,0.725768,0.936937,1.181816,0.863333,0.728132,0.936937,1.272723,0.862500,0.725768,0.936937
magic-gamma,21,0.102500,0.029641,0.003038,0.876667,0.768322,0.935650,1.000000,0.874167,0.770686,0.930502,1.030382,0.873333,0.768322,0.930502,1.060764,0.872500,0.768322,0.929215,1.091146,0.872500,0.768322,0.929215
magic-gamma,22,0.095357,0.068125,0.006496,0.858333,0.730496,0.927928,1.000000,0.857500,0.723404,0.930502,1.064962,0.857500,0.723404,0.930502,1.129925,0.857500,0.723404,0.930502,1.194887,0.857500,0.723404,0.930502
magic-gamma,23,0.090000,0.062334,0.005610,0.850833,0.709220,0.927928,1.000000,0.852500,0.713948,0.927928,1.056101,0.852500,0.713948,0.927928,1.112201,0.851667,0.713948,0.926641,1.168302,0.851667,0.713948,0.926641
magic-gamma,24,0.097500,0.060549,0.005904,0.866667,0.716312,0.948520,1.000000,0.869167,0.713948,0.953668,1.059036,0.869167,0.713948,0.953668,1.118071,0.869167,0.713948,0.953668,1.177107,0.869167,0.713948,0.953668
magic-gamma,25,0.082143,0.070852,0.005820,0.847500,0.716312,0.918919,1.000000,0.851667,0.718676,0.924067,1.058200,0.851667,0.718676,0.924067,1.116400,0.851667,0.718676,0.924067,1.174600,0.851667,0.718676,0.924067
magic-gamma,26,0.093571,0.079557,0.007444,0.857500,0.716312,0.934363,1.000000,0.852500,0.713948,0.927928,1.074443,0.852500,0.713948,0.927928,1.148886,0.852500,0.713948,0.927928,1.223329,0.854167,0.718676,0.927928
magic-gamma,27,0.097143,0.053457,0.005193,0.864167,0.697400,0.954955,1.000000,0.862500,0.697400,0.952381,1.051929,0.862500,0.697400,0.952381,1.103859,0.862500,0.697400,0.952381,1.155788,0.862500,0.697400,0.952381
magic-gamma,28,0.087857,0.058403,0.005131,0.846667,0.673759,0.940798,1.000000,0.847500,0.678487,0.939511,1.051312,0.847500,0.678487,0.939511,1.102623,0.846667,0.678487,0.938224,1.153935,0.846667,0.678487,0.938224
magic-gamma,29,0.092143,0.031128,0.002868,0.852500,0.723404,0.922780,1.000000,0.857500,0.728132,0.927928,1.028682,0.857500,0.728132,0.927928,1.057364,0.857500,0.728132,0.927928,1.086046,0.858333,0.728132,0.929215
yeast-me2,0,0.012524,0.091044,0.001140,0.961883,0.066667,0.993039,1.000000,0.961883,0.066667,0.993039,1.011402,0.961883,0.066667,0.993039,1.022805,0.961883,0.066667,0.993039,1.034207,0.961883,0.066667,0.993039
yeast-me2,1,0.013487,0.080149,0.001081,0.964126,0.066667,0.995360,1.000000,0.964126,0.066667,0.995360,1.010810,0.964126,0.066667,0.995360,1.021620,0.964126,0.066667,0.995360,1.032430,0.964126,0.066667,0.995360
yeast-me2,2,0.010597,0.171303,0.001815,0.966368,0.000000,1.000000,1.000000,0.966368,0.000000,1.000000,1.018154,0.966368,0.000000,1.000000,1.036307,0.966368,0.000000,1.000000,1.054461,0.966368,0.000000,1.000000
yeast-me2,3,0.012524,0.164995,0.002066,0.966368,0.000000,1.000000,1.000000,0.966368,0.000000,1.000000,1.020664,0.966368,0.000000,1.000000,1.041328,0.966368,0.000000,1.000000,1.061992,0.966368,0.000000,1.000000
yeast-me2,4,0.010597,0.066258,0.000702,0.968610,0.200000,0.995360,1.000000,0.968610,0.200000,0.995360,1.007022,0.968610,0.200000,0.995360,1.014043,0.968610,0.200000,0.995360,1.021065,0.968610,0.200000,0.995360
yeast-me2,5,0.015414,0.119990,0.001850,0.970852,0.200000,0.997680,1.000000,0.970852,0.200000,0.997680,1.018496,0.970852,0.200000,0.997680,1.036991,0.970852,0.200000,0.997680,1.055487,0.970852,0.200000,0.997680
yeast-me2,6,0.009634,0.273709,0.002637,0.968610,0.066667,1.000000,1.000000,0.968610,0.066667,1.000000,1.026369,0.968610,0.066667,1.000000,1.052738,0.968610,0.066667,1.000000,1.079107,0.968610,0.066667,1.000000
yeast-me2,7,0.013487,0.200357,0.002702,0.959641,0.000000,0.993039,1.000000,0.959641,0.000000,0.993039,1.027023,0.959641,0.000000,0.993039,1.054046,0.959641,0.000000,0.993039,1.081069,0.959641,0.000000,0.993039
yeast-me2,8,0.010597,0.220905,0.002341,0.968610,0.133333,0.997680,1.000000,0.968610,0.133333,0.997680,1.023410,0.968610,0.133333,0.997680,1.046820,0.968610,0.133333,0.997680,1.070230,0.968610,0.133333,0.997680
yeast-me2,9,0.009634,0.097506,0.000939,0.970852,0.200000,0.997680,1.000000,0.970852,0.200000,0.997680,1.009394,0.970852,0.200000,0.997680,1.018787,0.970852,0.200000,0.997680,1.028181,0.970852,0.200000,0.997680
yeast-me2,10,0.012524,0.177356,0.002221,0.968610,0.133333,0.997680,1.000000,0.968610,0.133333,0.997680,1.022212,0.968610,0.133333,0.997680,1.044424,0.968610,0.133333,0.997680,1.066637,0.968610,0.133333,0.997680
yeast-me2,11,0.007707,0.155511,0.001199,0.964126,0.000000,0.997680,1.000000,0.964126,0.000000,0.997680,1.011985,0.964126,0.000000,0.997680,1.023971,0.964126,0.000000,0.997680,1.035956,0.964126,0.000000,0.997680
yeast-me2,12,0.012524,0.225478,0.002824,0.968610,0.066667,1.000000,1.000000,0.968610,0.066667,1.000000,1.028239,0.968610,0.066667,1.000000,1.056478,0.968610,0.066667,1.000000,1.084717,0.968610,0.066667,1.000000
yeast-me2,13,0.008671,0.188757,0.001637,0.964126,0.133333,0.993039,1.000000,0.964126,0.133333,0.993039,1.016366,0.964126,0.133333,0.993039,1.032732,0.964126,0.133333,0.993039,1.049099,0.964126,0.133333,0.993039
yeast-me2,14,0.013487,0.118593,0.001600,0.961883,0.066667,0.993039,1.000000,0.961883,0.066667,0.993039,1.015995,0.961883,0.066667,0.993039,1.031990,0.961883,0.066667,0.993039,1.047985,0.961883,0.066667,0.993039
yeast-me2,15,0.010597,0.278843,0.002955,0.968610,0.066667,1.000000,1.000000,0.968610,0.066667,1.000000,1.029550,0.968610,0.066667,1.000000,1.059100,0.968610,0.066667,1.000000,1.088650,0.968610,0.066667,1.000000
yeast-me2,16,0.010597,0.315831,0.003347,0.964126,0.000000,0.997680,1.000000,0.964126,0.000000,0.997680,1.033470,0.964126,0.000000,0.997680,1.066939,0.964126,0.000000,0.997680,1.100409,0.964126,0.000000,0.997680
yeast-me2,17,0.009634,0.199711,0.001924,0.968610,0.133333,0.997680,1.000000,0.968610,0.133333,0.997680,1.019240,0.968610,0.133333,0.997680,1.038480,0.968610,0.133333,0.997680,1.057720,0.968610,0.133333,0.997680
yeast-me2,18,0.017341,0.102422,0.001776,0.966368,0.133333,0.995360,1.000000,0.966368,0.133333,0.995360,1.017761,0.966368,0.133333,0.995360,1.035522,0.968610,0.200000,0.995360,1.053283,0.968610,0.200000,0.995360
yeast-me2,19,0.005780,0.121957,0.000705,0.968610,0.266667,0.993039,1.000000,0.968610,0.266667,0.993039,1.007050,0.968610,0.266667,0.993039,1.014099,0.968610,0.266667,0.993039,1.021149,0.968610,0.266667,0.993039
yeast-me2,20,0.008671,0.474827,0.004117,0.968610,0.266667,0.993039,1.000000,0.968610,0.266667,0.993039,1.041170,0.968610,0.266667,0.993039,1.082340,0.968610,0.266667,0.993039,1.123510,0.968610,0.266667,0.993039
yeast-me2,21,0.011561,0.208630,0.002412,0.970852,0.133333,1.000000,1.000000,0.970852,0.133333,1.000000,1.024119,0.970852,0.133333,1.000000,1.048238,0.970852,0.133333,1.000000,1.072357,0.970852,0.133333,1.000000
yeast-me2,22,0.008671,0.284360,0.002466,0.966368,0.000000,1.000000,1.000000,0.966368,0.000000,1.000000,1.024655,0.966368,0.000000,1.000000,1.049311,0.966368,0.000000,1.000000,1.073966,0.966368,0.000000,1.000000
yeast-me2,23,0.015414,0.118430,0.001826,0.966368,0.066667,0.997680,1.000000,0.966368,0.066667,0.997680,1.018255,0.966368,0.066667,0.997680,1.036510,0.966368,0.066667,0.997680,1.054765,0.966368,0.066667,0.997680
yeast-me2,24,0.012524,0.140110,0.001755,0.961883,0.000000,0.995360,1.000000,0.961883,0.000000,0.995360,1.017547,0.961883,0.000000,0.995360,1.035095,0.961883,0.000000,0.995360,1.052642,0.961883,0.000000,0.995360
yeast-me2,25,0.008671,0.132600,0.001150,0.966368,0.200000,0.993039,1.000000,0.968610,0.266667,0.993039,1.011497,0.968610,0.266667,0.993039,1.022994,0.968610,0.266667,0.993039,1.034491,0.968610,0.266667,0.993039
yeast-me2,26,0.010597,0.173782,0.001842,0.970852,0.200000,0.997680,1.000000,0.970852,0.200000,0.997680,1.018416,0.970852,0.200000,0.997680,1.036832,0.970852,0.200000,0.997680,1.055249,0.970852,0.200000,0.997680
yeast-me2,27,0.012524,0.103302,0.001294,0.966368,0.133333,0.995360,1.000000,0.966368,0.133333,0.995360,1.012938,0.966368,0.133333,0.995360,1.025875,0.966368,0.133333,0.995360,1.038813,0.966368,0.133333,0.995360
yeast-me2,28,0.009634,0.312403,0.003010,0.968610,0.266667,0.993039,1.000000,0.968610,0.266667,0.993039,1.030097,0.968610,0.266667,0.993039,1.060193,0.968610,0.266667,0.993039,1.090290,0.968610,0.266667,0.993039
yeast-me2,29,0.012524,0.229974,0.002880,0.968610,0.066667,1.000000,1.000000,0.970852,0.133333,1.000000,1.028802,0.970852,0.133333,1.000000,1.057604,0.970852,0.133333,1.000000,1.086406,0.970852,0.133333,1.000000
oil,0,0.024427,0.129935,0.003174,0.968085,0.333333,0.996296,1.000000,0.968085,0.333333,0.996296,1.031740,0.968085,0.333333,0.996296,1.063480,0.968085,0.333333,0.996296,1.095220,0.968085,0.333333,0.996296
oil,1,0.024427,0.195458,0.004775,0.968085,0.250000,1.000000,1.000000,0.968085,0.250000,1.000000,1.047745,0.968085,0.250000,1.000000,1.095491,0.968085,0.250000,1.000000,1.143236,0.968085,0.250000,1.000000
oil,2,0.010687,0.084828,0.000907,0.964539,0.166667,1.000000,1.000000,0.971631,0.416667,0.996296,1.009066,0.971631,0.416667,0.996296,1.018131,0.971631,0.416667,0.996296,1.027197,0.971631,0.416667,0.996296
oil,3,0.016794,0.112898,0.001896,0.975177,0.416667,1.000000,1.000000,0.975177,0.416667,1.000000,1.018960,0.975177,0.416667,1.000000,1.037920,0.975177,0.416667,1.000000,1.056880,0.975177,0.416667,1.000000
oil,4,0.022901,0.235321,0.005389,0.968085,0.250000,1.000000,1.000000,0.968085,0.250000,1.000000,1.053890,0.968085,0.250000,1.000000,1.107781,0.968085,0.250000,1.000000,1.161671,0.968085,0.250000,1.000000
oil,5,0.013740,0.123896,0.001702,0.964539,0.333333,0.992593,1.000000,0.964539,0.333333,0.992593,1.017024,0.964539,0.333333,0.992593,1.034048,0.964539,0.333333,0.992593,1.051072,0.964539,0.333333,0.992593
oil,6,0.021374,0.262659,0.005614,0.960993,0.083333,1.000000,1.000000,0.960993,0.083333,1.000000,1.056141,0.960993,0.083333,1.000000,1.112282,0.960993,0.083333,1.000000,1.168423,0.960993,0.083333,1.000000
oil,7,0.021374,0.119464,0.002553,0.964539,0.250000,0.996296,1.000000,0.964539,0.250000,0.996296,1.025534,0.964539,0.250000,0.996296,1.051069,0.964539,0.250000,0.996296,1.076603,0.964539,0.250000,0.996296
oil,8,0.021374,0.078681,0.001682,0.975177,0.416667,1.000000,1.000000,0.971631,0.333333,1.000000,1.016817,0.971631,0.333333,1.000000,1.033635,0.971631,0.333333,1.000000,1.050452,0.971631,0.333333,1.000000
oil,9,0.015267,0.131901,0.002014,0.960993,0.166667,0.996296,1.000000,0.960993,0.166667,0.996296,1.020138,0.960993,0.166667,0.996296,1.040275,0.960993,0.166667,0.996296,1.060413,0.960993,0.166667,0.996296
oil,10,0.018321,0.122757,0.002249,0.971631,0.333333,1.000000,1.000000,0.971631,0.333333,1.000000,1.022490,0.971631,0.333333,1.000000,1.044980,0.971631,0.333333,1.000000,1.067470,0.971631,0.333333,1.000000
oil,11,0.009160,0.102615,0.000940,0.964539,0.250000,0.996296,1.000000,0.964539,0.250000,0.996296,1.009400,0.964539,0.250000,0.996296,1.018800,0.964539,0.250000,0.996296,1.028200,0.964539,0.250000,0.996296
oil,12,0.010687,0.329817,0.003525,0.968085,0.250000,1.000000,1.000000,0.968085,0.250000,1.000000,1.035248,0.968085,0.250000,1.000000,1.070495,0.968085,0.250000,1.000000,1.105743,0.968085,0.250000,1.000000
oil,13,0.019847,0.132183,0.002623,0.957447,0.083333,0.996296,1.000000,0.957447,0.083333,0.996296,1.026235,0.957447,0.083333,0.996296,1.052470,0.957447,0.083333,0.996296,1.078705,0.957447,0.083333,0.996296
oil,14,0.025954,0.124020,0.003219,0.971631,0.416667,0.996296,1.000000,0.971631,0.416667,0.996296,1.032188,0.971631,0.416667,0.996296,1.064377,0.971631,0.416667,0.996296,1.096565,0.971631,0.416667,0.996296
oil,15,0.006107,0.395270,0.002414,0.950355,0.000000,0.992593,1.000000,0.950355,0.000000,0.992593,1.024139,0.950355,0.000000,0.992593,1.048277,0.950355,0.000000,0.992593,1.072416,0.950355,0.000000,0.992593
oil,16,0.009160,0.261154,0.002392,0.957447,0.083333,0.996296,1.000000,0.957447,0.083333,0.996296,1.023923,0.957447,0.083333,0.996296,1.047845,0.957447,0.083333,0.996296,1.071768,0.957447,0.083333,0.996296
oil,17,0.018321,0.138625,0.002540,0.964539,0.166667,1.000000,1.000000,0.964539,0.166667,1.000000,1.025397,0.964539,0.166667,1.000000,1.050794,0.964539,0.166667,1.000000,1.076191,0.964539,0.166667,1.000000
oil,18,0.022901,0.163494,0.003744,0.964539,0.166667,1.000000,1.000000,0.964539,0.166667,1.000000,1.037441,0.964539,0.166667,1.000000,1.074883,0.964539,0.166667,1.000000,1.112324,0.964539,0.166667,1.000000
oil,19,0.016794,0.232769,0.003909,0.968085,0.333333,0.996296,1.000000,0.971631,0.416667,0.996296,1.039091,0.971631,0.416667,0.996296,1.078182,0.971631,0.416667,0.996296,1.117273,0.971631,0.416667,0.996296
oil,20,0.010687,0.227758,0.002434,0.960993,0.166667,0.996296,1.000000,0.960993,0.166667,0.996296,1.024341,0.960993,0.166667,0.996296,1.048681,0.960993,0.166667,0.996296,1.073022,0.960993,0.166667,0.996296
oil,21,0.019847,0.074399,0.001477,0.953901,0.083333,0.992593,1.000000,0.957447,0.166667,0.992593,1.014766,0.957447,0.166667,0.992593,1.029532,0.957447,0.166667,0.992593,1.044298,0.957447,0.166667,0.992593
oil,22,0.021374,0.196216,0.004194,0.968085,0.333333,0.996296,1.000000,0.964539,0.333333,0.992593,1.041939,0.964539,0.333333,0.992593,1.083879,0.964539,0.333333,0.992593,1.125818,0.964539,0.333333,0.992593
oil,23,0.022901,0.164275,0.003762,0.968085,0.250000,1.000000,1.000000,0.968085,0.250000,1.000000,1.037620,0.968085,0.250000,1.000000,1.075240,0.968085,0.250000,1.000000,1.112861,0.968085,0.250000,1.000000
